id1,id2,id3,text,f1,f2,f3,f4,f5,f6,f7,f8
13158198969321336998,8496076735229009637,7717033396874352091,Очень понравилась кофточка,24,22,4.666666666666667,42,13,4.285714285714286,57,113
2524616105239024162,13281710111357403736,518790586132298999,"Чистые,отборные,вкусные орехи!Я покупкой довольна!",9,8,4.777777777777778,184,34,4.711956521739131,27,64
3009518976787433837,2308071887223592484,4791559431206844550,"Не работает молния, так и не получилось при примерке закрыть её.",1,1,3.0,87,15,4.655172413793103,1,5
6099914257079458102,11080666439795583475,14836856662040043004,Устроило вполне,92,86,4.771739130434782,375,53,4.832,86,156
8568843103813583781,9790080172681255932,8160404367092487937,"Поставлю пять потому что мне они п понравились все соответсвует как фото, отправила на замену потому что большеваты",2,2,5.0,2,0,5.0,52,92
3589142093348417489,2585622588903357033,17591021263641860243,"чай хороший, берем его регулярно",11,11,3.5454545454545454,174,18,4.844827586206897,8,13
13915797628201249896,2543224703799970571,155069009608021134,"Классная татуировка, наклеивали на волосы для создания креативного образа 🔥 Видео: @dianaashikhova",10,10,4.5,459,189,3.742919389978213,110,142
4676731357715127885,7228263958136646615,13691614630361060085,"Футболка качественная, ткань отличная, все швы ровненькие, очень понравилась 👍",6,6,3.6666666666666665,1776,148,4.827702702702703,51,62
7676888750510876257,17496660257979750559,7510725262251807609,"Получил в целости,и сохранности, установил,все работает,жду ночи ,рекомендую продавца на все 100 процентов ,спасибо,Вам желаю процветания, и благо",1,1,5.0,34,12,4.117647058823529,1,4
9576477697600880746,7085517452224821381,11086519785440180638,"Очень хорошее средство, давно пользуюсь им.",6,6,5.0,53,9,4.584905660377358,79,133
7374344636361562889,8974594962751741771,2948614998884442554,"Фрезы пришли быстро,упакованы в прозрачный пакет,всё целое. Отдельное спасибо продавцу за подарочки,очень приятно!",67,62,5.0,278,61,4.766187050359712,82,101
11170247497747183197,15101830739241795307,9645475447811585386,"Заменательная вазочка, то, что искала. Советую к покупке. Идеальна для дополнения интерьера этакой изюминкой",28,27,4.321428571428571,603,255,4.207296849087894,53,117
12283007074580304417,11892232629544424810,957824896752867982,Ключ рабочий(но щелкает только в одну сторону) правую резьбу.,5,5,4.8,55,15,4.545454545454546,12,13
10534513650740376098,10342328113765085115,15926100809697546575,Гирлянда не работает.К покупке не советую.,11,11,4.727272727272728,101,24,4.415841584158416,84,148
13909458233452869810,11394387665693788502,15493286891518635145,"Полностью не доволен доставкой. И работой пунктом вывоза и персоналом.   Я разочерован валбересом. Хотели 2 раза снять деньги, я отказался от покупки   и за это еще сняли скарты деньги которая даже не была засвечена припокупки.  Кароче жульничают бывают.  Рулит щас Яндекс маркет и цена данной полки на 100 с копейками дешевле чем в этом валбересе",1,1,1.0,313,51,4.405750798722044,1,2
10237984912311643260,985300630453220090,17347103836665708394,"Обнаружилась трещина и влага стекающая с губки попадает в моющее средство и оно закисает от чего появляется неприятный запах. Очень жаль ,что поздно обнаружила этот дефект. Не ожидала такого подвоха.",1,1,2.0,1417,328,4.935074100211715,30,38
6151563206472382850,17128643896399054887,954930234741802170,Маска достойная .Советую.,1,1,5.0,165,27,4.6909090909090905,2,2
2400660739980302884,9001504805211751879,17771728373736239509,"Возврат, пришёл со сломанным замком, еще и нитки везде торчали как будто кто то носил уже",1,1,1.0,38,10,3.684210526315789,10,17
10696649041851670561,14172048092620326814,17852767853395757117,"Полотенца очень классные, мягкие, хорошо впитывают. Спасибо продавцу за быструю доставку.",2,1,5.0,15,7,5.0,3,5
3484473946622641317,12255522804246724206,16025071514419024486,Пришли только блины в ужасной упаковке,2,2,3.5,43,15,4.023255813953488,1,2
10332621748870298099,8768577629015331228,6492871769515832171,"Подделка, проверить на подлинность не получилось! При температуре -20 свернулось в неоднородную консистенцию, на дне проявился белый осадок! Масло, тем более машинное, так вести себя не должно! Мошенники!",10,10,2.6,83,35,3.614457831325301,108,240
18098938710825285874,11513453373280823882,18028875977760318431,Заказал несколько штук. На одной антенне сорвана резьба. А вообще все показатели соответствуют заявленным характеристикам. 3 режима мощности. Продавца рекомендую.,17,16,3.117647058823529,17,15,4.294117647058823,105,1709
12959789968348086388,9459279993649790516,10454661160925944096,"Весы пришли все потёртые,крышка где вставляются  батарейки плотно не закрывается .Вначале даже не включались. .Зачем такой товар привезли?Сняли за возврат.",3,3,4.0,4778,800,4.581414817915446,4,6
3484448159429483501,46412145554359855,3545484700398699587,Пришли засохшие,1,1,1.0,111,24,4.009009009009009,8,19
1376231512605124569,8404569387162823740,15030208685916449225,"За упаковку ставлю 1 звезду. Данной фирмой пользуюсь давно.  Прокладки были упакованы в пупырку а потом в  черный пакет. С виду выглядело нормально, но когда дома вскрыла упаковку, то это просто ужас!!!!!!! Коробка внутри упаковки вскрыта и перемята, что неприемлемо для средств личной гигиены, как вообще так можно упаковывать. И никакой пилочки в подарок не было)))) Надеюсь что содержимое нигде не высылалось.",14,14,4.571428571428571,115,26,4.643478260869565,159,341
9315387275528891288,9500075537647050677,13363848752891769949,"Отказ, полотенце пришло распакованное, присутствовали затяжки",6,6,4.5,473,32,4.7124735729386895,38,67
6475730780896502453,2442946749710413075,8223254633971568382,Чехол пришёл вообще не тот.,1,1,1.0,5,0,4.0,1,5
3811318954897220827,15696397248414583118,3507617455605171251,К сожалению очень сильно стали электризоваться волосы🙍..,15,14,4.6,677,315,4.607090103397341,27,52
10346926462856798093,997016947880828737,16573173798776858338,Балахон ((((,16,2,2.75,3,0,2.333333333333333,6,19
5615872831740160326,4339134382868198132,5466934251869292037,"Всё целое, рабочее.",34,34,4.676470588235294,877,345,4.738882554161916,56,100
15797003132451581028,11844144371043153373,17396870417172193484,Буду покупать еще👌,27,26,4.777777777777778,1144,266,4.693181818181818,53,119
17851612015714131237,18100679015130126736,9216117431501580578,"книга в отличном состоянии, история просто вау,стеклииище лютое, доставка быстрая,книга без царапин, пришла в плёнке,рекомендую!",14,13,4.714285714285714,66,41,4.893939393939394,35,36
12940958467304907076,1684423516030257650,5880750910777739604,"Куртка осенне-зимняя (ориентировочно от -15 до + 5) на подкладе с синтепоном материал плотный немного грубоват (толщина 0,5 мм) цвет в реале выглядит  благородно с небольшим отливом но не вычурно , пошита куртка хорошо докапаться не до чего , капюшон (отстёгивается) из х/б (шее и голове приятно), снаружи 4 кармана под руки (можно сверху или сбоку) и 1 карман на рукаве под телефон и 4 мелких карманчика сверху наверно под патроны, внутри два боковых кармана на молниях. Обратите внимание гладить нельзя и стирать 30 градусов. Резинки на рукавах и внизу облегают мягко и плотно. Кому интересно мой размер 50 на куртке обозначен L мои параметры бёдра -101, талия - 89, грудь-97, плечи 50 (смотрите фото) так же спортивные штаны RED-N-ROCKand№39;S (артикул 22M-RR-1036, размер 52), батник (кофта) Volkl (размер 50), кроссовки adidas. И напоследок покупкой доволен, рекомендую. Всем добра, здоровья и красиво выглядеть.",2,2,4.0,5,2,5.0,4,7
7021857808705827458,12215051445766920435,12155125135782450682,Не поняла что это пришло. Цвет и фасон другой. Не снимайте комиссию! Я ждала другие джинсы!,4,4,4.0,4,1,3.75,6,7
6824878570971299356,9765511455132632879,12672074098691755785,"Не первая рулетка Flexi, качество отличное, мощная для 26кг щенка самое то !",52,51,4.730769230769231,315,97,4.714285714285714,133,239
17958075692033499026,50529731643003034,2236633853138745187,Соответствие товара.,8,7,4.875,18,6,4.277777777777778,69,103
2517414743058346965,14798827536804776197,16408904592605714724,"Заказали одно, пришло совсем другое. Перед заказом специально смотрели, где больше положительных отзывов о продавце, надеясь, что всё получится с первого раза. Увы, впечатление подпорчено. В этом случае не поставил бы даже одной звезды.",1,1,1.0,17,9,4.294117647058823,0,2
14980991541230148994,9929173360230496743,4713546860312831975,"Спасибо, всё отлично, хорошо упаковано",9,8,5.0,1,0,5.0,11,17
11869999784506574205,8946122654086618025,1264747997236130199,"Заказывала своим коллегам на 23февраля, 27 штук. Все пришли без чехлов. Из них нормальные 13шт.,а 14шт. то ржавые, то  погнутые, то пластмасс отходит, очень расстроилась!!!",1,1,2.0,47,27,4.042553191489362,16,83
175871263884682878,11941059443074006557,2428718089391923978,"Огромное спасибо производителю - удачный брэнд. На мои темные волосы лег пепельный оттенок с отливом, корни с конкретной сединой - и это эффект после первого окрашивания!!! Седина сильно не закрасилась, но желтизны на проборах как не бывало!Надо было бы приобрести две упаковки, так волосы не короткие и одной коробки не хватило, но результат отличный! Для пенсионерки это ещё и экономный вариант! Ещё раз огромное спасибо!",23,23,4.695652173913044,215,24,4.353488372093024,44,115
15567984277364012745,5932583925338681359,8597950064774351136,Размеры на слонов.,2,2,1.0,29,2,4.517241379310345,6,15
2270244724394325092,4266967971626898517,14142845021289312028,"Цвет товара не соответствует. Делала заказ на три пледа, пришли два темно коричневых , а один светло коричневый. Какой раз уже делаю повторный заказ ещё на один темно коричневый плед, приходят светло коричневые. Т.е. цвет пледа и каймы не соответствует фото интернета, продавец вводит в заблуждение покупателей!!!",1,1,1.0,7,4,3.857142857142857,15,37
11412653650919637862,7917252194019529884,4383783788274755465,Не заказывал товар но мне хотели его впарить,4,3,2.75,730,203,4.7972602739726025,8,25
3232833353689380794,7454119782362651848,16351792195234876872,"Добрый день. У меня 13 айфон, делал все по инструкции, 2 раза. Правый наушник как не работал так и не работает. Возвращаю.",1,1,1.0,85,37,3.764705882352941,12,15
1390239902697780154,177077082461823378,12712633552302916037,Отличный  MagSafe Battery Pack соответствует описанию.,5,4,5.0,9,7,4.111111111111111,22,27
18443173191765568172,13138126746556139093,3608255627357219465,"Очень нежно смотрится,но совсем тонюсенькие,быстро оторваться бретели",74,71,4.554054054054054,19,3,4.631578947368421,78,142
7394065832611886111,3902581334230909718,3349521823523090683,Отличная кружка!,159,133,4.8742138364779874,40,9,4.7,165,286
10120899600162850010,15610127082780797254,17764367575843767373,"Спасибо большое, очень милые пакетики.",3,3,5.0,61,28,4.819672131147541,26,27
9276042998727878513,7553324809021929517,9271301820194611759,"Отличное качество и выгодные дозировки , рекомендую",8,1,5.0,9,1,5.0,18,26
16845344585994407981,8211502941233404391,8693439113398709708,"Планшет работает, пришёл без повреждений. Не понравилось, что пришёл розового цвета, в перечне он даже не указан. Заказывала мальчику, пришлось быстро искать другой подарок. Но звезду не снимаю, так как товар надлежащего качества. Продавцу рекомендую более точно указывать цвет.",10,9,5.0,284,77,4.348591549295775,36,38
13446353568913156643,17152434021737435676,4023301914391104136,Мыльница хорошая 👍 👍 👍,26,24,5.0,10,1,4.2,20,54
306352259030510380,3020681633345341144,12214993272083833542,"Очень красивая,пришла быстро! За упаковку отдельное спасибо!!!!😉утоплена в пенопласте и в коробке. Придет целая 100%. Рекомендую",14,14,4.857142857142857,102,20,4.754901960784314,43,55
3587081346896355473,1122765353767237112,147319039488091070,Классный чайник. Взяла на подарок и не прогадала. Очень красивый на яву,6,6,4.833333333333333,327,96,4.559633027522936,39,83
7674520877510894625,4601840503650540431,12214993272083833542,кружка вауч!,1,1,5.0,38,11,4.394736842105263,5,6
10423206462357318963,4038438558190666479,3781398693074967463,"Пришло в срок и всё целое. Мне единственное что не понравилось что баночка была подтекшая. Крышка без всякой замечтаки, при транспортировки походу могла слегка открутиться. Факт есть факт. Ну и пакет обычные в пупырку, с одним куском скотча.",43,37,4.511627906976744,3005,765,4.793344425956739,166,227
3684730723240167641,4141755012101727052,12155125135782450682,"Прислали другую модель джинсов, но стоимость возврата удержали.",1,1,1.0,115,59,3.5478260869565217,11,26
7718485096552359342,3155073019262581971,12890702674557307403,"Материал, из которого сделаны кассеты слишком тонкий, хрупкий",4,4,2.5,83,22,4.253012048192771,32,47
3174907012335019288,12781164210345557049,10718102917781271899,"Пришел хорошо упакован,запах понравился. Посмотрю на сколько хватит. Буду еще заказывать.",19,19,4.947368421052632,670,54,4.597014925373134,38,44
10749861286048421051,14949176600961148554,8223254633971568382,Все хорошо,29,27,4.862068965517241,27,5,4.518518518518518,75,87
1246329031312841633,6397751739338250536,16432384495381826737,Все подошло спасибо,20,20,4.8,3500,578,4.614857142857143,57,92
13941846645671024651,128281543962986979,16351792195234876872,"Купила брату в подарок, он доволен) Говорит, что звук огонь и зарядку держат долго)",8,8,5.0,1242,288,4.706924315619967,25,29
12221155486650587218,16054281645127884834,5880750910777739604,Не подошол размер,2,2,3.0,86,15,4.662790697674419,2,5
14072428535775227388,2642710913439535984,9823059943563577184,"Хорошая вещь!!!! Покупала за 7 тыс. с копейками. Шашлык получается, почти как с костра, картошка тоже вкусная. (Мыть только приходиться все вокруг, и сам гриль помимо панелей и лотка)",27,26,4.296296296296297,61,34,3.918032786885246,87,149
17339009923019316480,6050320310414285510,3748779154380928495,Не совсем разобралась как пользоватся но прикольно,20,3,5.0,9,0,5.0,24,38
245014078377639120,3244629324708356477,9352955486646820265,Отличная замена бра (пылесборников). Самое главное- есть пульт,46,43,4.608695652173913,818,330,4.267726161369193,75,154
4075436204595365715,4639311798747131931,14914627035881263463,"Интересная щётка, необычная, но судя по гладкой эмали, чистит хорошо",13,13,4.6923076923076925,77,5,4.441558441558442,87,93
5026513538569244207,18161719834800852782,7566677038936313436,"Жаль оценить не смог, так как оказалась не рабочей",3,3,3.6666666666666665,1745,1132,4.523209169054441,5,8
16524697708528328323,5726613250349382862,5466934251869292037,"В общем, смотрите: я далеко не специалист в области депиляции. Процедура удаления пушковых волосиков над верхней губой в салоне стоит 200 руб, но нужно ещё записаться к мастеру. Чтобы избежать трат денег и времени, решила попробовать вот этим воском сделать сама. Скажу сразу: восторженным отзывам не поверила. Да, процедура прошла не совсем по плану из-за того, что у меня нет опыта, но волосики удалились действительно все, с корешочками и с первого раза. Я приятно удивлена.  Рекомендую )",18,18,4.555555555555555,157,42,4.732484076433121,70,104
1172476899692276084,3890426531054268896,14770724762014675956,"Замечательный рис, взяла у вас девзиру и басмати. Рекомендую всем.",25,1,5.0,45,19,4.555555555555555,31,33
15713245755174956725,14956452452057051338,9513858216836176356,"Работает не правильно, все время показывает повышенную температуру которой нет.",1,1,1.0,577,168,4.090121317157712,1,2
2281841916580229185,12629662258254360643,4729502085659009298,"Быстрая доставка, хороший вкус, брал жараф шпиль-манго, советую к покупке.",12,12,5.0,9,0,5.0,21,25
3110828889591476525,26383412617294526,4012946738614493826,"Очень вкусная !!!любим сладости этой фирмы , спасибо !",17,14,4.941176470588236,967,102,4.8707342295760085,44,59
6886111895579028801,6726032687075474371,786100009375704691,"Отличная модель, большемерит, на 52 размер подошла 48",1,1,5.0,28,8,4.357142857142857,2,3
1594569806789571919,14867583377740927846,12213816934913704122,"Пользуюсь уже много лет этой краской, хватает надолго, на бровях держится стойко около 2-3 недель",31,31,4.838709677419355,187,55,4.641711229946524,98,120
10532513165724523354,12062232124699940892,4391956365746068559,Отличный крем,73,64,4.863013698630137,310,39,4.506451612903226,55,110
4533266058708768573,9253634959595188711,9914105576476715055,Пришли вовремя,8,8,4.5,180,39,4.672222222222223,44,54
18031040040201202294,4133138374086597691,8378787946333241389,"Плохо пенится, при нанесении на всю поверхность ноги быстро растворяется, приходится повторно наносить…",15,14,4.266666666666667,53,4,4.09433962264151,91,168
7042525826881365514,3377668345735785756,12580249446629691272,"Отличная губка, спасибо.",50,43,4.8,191,10,4.837696335078534,104,132
2941736481700177827,3327338062397746574,3507617455605171251,"Пришла целая , запакованая👍",46,40,5.0,3310,608,4.616918429003021,76,101
6709873523421014136,10796863458100834200,11906244086855094942,"Все работает, приятная музыка, за эти  370 рублей, идеально",21,21,4.809523809523809,1547,256,4.82934712346477,47,87
16879257064031332673,3377099099520837727,8645143640278087123,"Волшебство,а не паприка. Очень не плохо раскрывается аромат во время приготовления и в маринаде.",10,10,4.9,163,19,4.699386503067485,33,53
8989257716062345391,17384656757382777856,11828389542295011237,Норм. В ДЕЛЕ ВРОДЕ  ХОРОШИЙ,30,29,4.7,203,35,4.41871921182266,94,104
562632685056575583,1558285517081951635,12451842429834470941,"Хороший набор, всё хорошо упаковано.Спасибо.",69,64,4.797101449275362,111,32,4.801801801801802,136,254
2358250136010115880,4474089185427702140,646137293903038163,Всё хорошо товар целый,6,6,4.333333333333333,278,37,4.553956834532374,11,18
16396723551761637960,10242181898013667366,9444901001440666932,"Замечательные пуфики. Лучше, чем в описании. Пошив аккуратный. Были дешевле, но решили взять эти. Не пожалели. У дешевых пишив кривой.   Упаковка хорошая.",8,8,5.0,7,8,5.0,23,31
14975371269173985182,7462263893165130881,229882124725350049,"миленький провод,спасибо за подарочек,но он немного не аккуратный и светит едким синим цветом,ну ладно,не критично.Запаха нет,все хорошо.Спасибо за быструю доставку!",2,2,5.0,77,29,4.363636363636363,39,44
14694180177370126197,7014273930769866905,15217744045933116490,Хороший фонарик,60,54,4.883333333333334,20,3,4.95,51,87
1297416394486122801,15698356799526099723,4148701691286283593,"Прям по ноге) Очень крутые, я довольна",1,1,5.0,30,23,4.066666666666666,10,12
5147566136804526284,505003266814164474,17753771364064931647,"Только по коментам ниже , решила заказать ( ощущение чистоты весь день) и ведь правда , работает.были разные гели. Этот просто находка.советую попробовать кто ещё не пользовался как и Я. Покупкой довольна .",30,30,4.8,1174,135,4.735945485519591,66,95
2189591535840868763,13623715193858014437,229882124725350049,Всё целое. Работает.,86,68,4.72093023255814,2263,127,4.661953159522757,84,194
9391506033055481431,9995039704842571191,14886784349792668473,"Трафареты норм. Часть из них и в бесплатном доступе есть, местами не хватает подсказок/советов как сделать эффективнее, но в целом - нормально. А вот коврик не прям термо. Местами остаются следы напечатанного изделия",11,11,4.727272727272728,560,118,4.739285714285714,79,87
17883563917577928010,9498583455561696866,1134952065348043279,Нормальный товар но чуть-чуть есть опечатки,1,1,4.0,121,59,4.190082644628099,2,2
9305622215321242153,13800980020313976191,2621394319350378355,"Товар поступил целый, хорошо упакован. Соответствует описанию. В деле оценивать еще рано.",24,24,4.625,10116,2663,4.392546461051799,41,44
13174699472182778354,3244224218077527392,16573173798776858338,"Плате шикарная, но цвет не соответствует",8,8,5.0,198,59,4.51010101010101,37,50
10845536082703571581,10332366972852323960,10990293311944814952,Все на высоте! Рекомендую однозначно!,13,12,4.846153846153846,43,24,4.325581395348837,17,47
17963470829706529988,4345871439192069820,14836856662040043004,"Быстрая доставка, код пробивается на подлинность.",8,8,4.625,286,127,4.538461538461538,14,14
15529499615281949596,3425014208372168688,3497213468302892521,"Очень хорошо упаковано ,внутри есть ложечка,патчи не скатываются,положила их прохладными ,очень хорошее чувство под глазами",5,5,4.2,449,275,4.752783964365256,53,87
14446894564380955044,950991094689414752,10676460279991620693,"Долго искала прихватки под стиль кухни, взяла купила не читая отзывы и не прогадала!👍🏼",17,17,4.764705882352941,443,72,4.762979683972912,45,100
11908948403032834143,14911725301492843122,8506151378961695119,Подарка нет?.,13,13,4.538461538461538,2014,504,4.138033763654419,34,44
17530740151831930233,13340239380366628639,9802034338660667253,"Костюм очень понравился! Тёплый, мягкий, приятный к телу. Рекомендую!",3,3,5.0,293,74,4.713310580204778,5,14
15977033621672153714,14586067526081429195,8355302290057178824,Пришли за два дня,6,4,5.0,21,2,5.0,27,74
9855625233377087462,15360057339722949534,3507617455605171251,"Очень хороший товар, но перед использованием лучше распарить лицо в горячей воде. Будете греть в микроволновке, не более 30 секунд, не повторяйте моих ошибок",6,6,5.0,4793,1131,4.332568328812852,10,12
13947161981831957494,9134904514755665540,17771728373736239509,Пальто бомба,1,1,5.0,45,16,4.511111111111111,9,18
74993707549479129,17275849723480860316,11835663720398961024,"Качественная сушилка! Очень удобно, что ее размер можно менять под любую обувь. 👍🏻 Быстро просушивает и мою маленькую обувь 35го размера и мужа 43го. Качественный пластик. Удобно , что есть индикатор включения. Однозначно рекомендую!",1,1,5.0,53,29,4.943396226415095,2,4
5385617528225855589,6806124392848096227,3182366775680932557,"Продавец, не сразу отреагировал на приход клиента, разговаривала по телефону, стояла я ждала 2 минуты, пока наговорится, товар пришел в не надлежащем виде.",1,1,1.0,13,2,4.6923076923076925,0,1
6826958035083049967,5451966301046715333,9317687229460025665,"Сапоги очень понравились. Но 40 размер опять с мини трещинками на подошве, где кончается прострочка, как в предыдущих отзывах. Из-за этого отказ.",11,8,4.727272727272728,41,20,4.7073170731707314,8,16
6224149792727574813,3501538470575915788,11719674536844678752,Отличный термос. Мне очень нравится! В классе все оценили.Рекомендую!!!👍👍👍,4,1,5.0,14,16,5.0,5,5
12841709180006866807,13022948704751569456,7008332094363061413,"Отличные салфетки! Перед тем, как использовать перевернула, пока нагрелись, все салфетки влажные и я делаю так и любыми салфетками и они все влажные, да и по размеру они нормальные и размер же указывает продавец, не понимаю недовольных отзывов.",31,30,4.612903225806452,19048,1687,4.848960520789584,97,146
1482015430901663140,16443907507530121007,16351792195234876872,Наушники топ! Все отлично работает! Мне нравится,1,1,5.0,10192,5663,4.5514128728414445,7,17
1168241147949791658,5550452331376472677,14429975858162524498,"Машинка перестала работать через 3 минуты использования,  включается,  лезвие крутится,  но катышки не срезает",1,1,1.0,4171,1190,4.697434667945337,2,2
5294268764426472926,17815538527669724770,8223254633971568382,"пришла не та модель, сделали возврат меньше на 100 руб... хоть и не по моей вине . мой первый и последний заказ.",1,1,1.0,35,5,4.885714285714286,13,16
303176498992433779,5298622275762271522,6544845321799696484,Очень быстро. Удобный,34,30,4.617647058823529,54,15,4.833333333333333,70,94
10216031321333772462,373474878759104137,9216117431501580578,"Книга пришла нераспокованная. Еще не открывала, поэтому не могу сказать на счет качества страниц, но выглядит вполне хорошо. Большое спасибо ❤️",22,20,4.863636363636363,89,42,4.808988764044944,37,48
12800191648394174243,2129018574226009666,8223254633971568382,На смартфоне сидит идеально. Смотрится классно.,10,2,5.0,25,13,4.2,15,23
2179627705761102813,13503582423681529036,10561203455344896976,Очень яркий на первый взгляд.ткань приятная на ощупь.мне понравился комплект!,15,15,4.466666666666667,4,3,4.75,34,41
9950779908499085532,13937009331651394379,8602671029802694826,Все в отличном состоянии приехало👍,17,16,4.705882352941177,5969,2109,4.730273077567432,32,43
5955422112765499471,17263694823217224275,14770724762014675956,Коробка не помята.,47,42,4.97872340425532,302,17,4.781456953642384,53,73
11651103473626295124,9385589302755413197,7135419804742019609,"Кольца топчик, вид с ними намного серьёзнее))) рекоменбую",6,6,5.0,450,106,4.793333333333333,13,16
17969332105423697735,16647230942120054505,13541353053200353836,Все целое ароматы превосходные.,21,20,5.0,1166,269,4.751286449399657,83,178
836637693455167265,2704790066102470966,2236633853138745187,Идеальные батарейки для идеального вечера,2,2,5.0,1197,84,4.790309106098579,3,7
11272905882647522848,2642467206901957758,8326634968336427514,"Замечательный порошок с приятным, ненавязчивым запахом",10,10,4.6,6342,845,4.4913276568905705,52,73
17948156551243725283,17072835557923284924,8818535877144269085,"Качество хорошее, но размер не подошел, большемерит.",3,3,4.333333333333333,2,0,5.0,0,4
139911907687944376,7199934037425252319,4148701691286283593,Классные сапоги!,10,10,4.4,170,30,4.594117647058823,30,63
1743009844859788958,2458650021775970943,16958595772619007635,"Mobby Спрей швабра с распылителем воды для мытья пола Артикул: 77308512 Сломан распылитель,внутри нет помпы",2,2,3.0,876,151,4.6632420091324205,48,65
4297700545438202117,14867992691735024653,17556760943237981781,Я получила товар но нет в наличии фильтра что делать?,1,1,3.0,130,50,4.507692307692308,16,17
11195420330797865991,7838123402022324589,815378434367114826,"Классная сумка.Без дефектов и изъянов.Небольшого размера.самое то для документов,ключей и телефона",3,3,4.666666666666667,347,98,4.936599423631124,6,9
959309260525924092,7804088630660165503,7008332094363061413,Отлично делать свою работу,9,9,4.444444444444445,2169,261,4.867219917012448,59,197
7791811465725509679,12279196922050490214,8160404367092487937,Качество не соответсвует цене,2,1,2.0,16,2,3.8125,0,4
897079362061162317,6411368288790429494,1552063221925512072,Прекрасная,6,5,4.333333333333333,2,0,5.0,10,17
2449080870442366195,10817965408634654086,9831565768016930896,Товар оказался просроченным до июня 2022 года. Сняли 100 рублей за возврат товара на пункте выдачи. Беспредел и потеря репутации.,1,1,1.0,3,0,2.333333333333333,0,1
12700355478152182783,8926438148464249687,13541353053200353836,Спасибо ! Духи пришли быстро  они классные. Спасибо продавцу.,36,36,4.944444444444445,2878,606,4.683808200138985,52,54
2769501871433620895,17487129656200449542,8463984859306483856,Все отлично!,36,32,5.0,545,55,4.897247706422019,48,90
3381709350274491415,10430502943446416181,14306891610282930024,Кальсоны маломерки,3,3,2.6666666666666665,2482,395,4.004029008863819,66,89
16935621042116726290,15446239479748729155,6048250419628138107,Отличная стружка!! Размер медиум. Продавец добавьте ещё размер файн в продажу обязательно будем брать.,19,5,5.0,19,7,4.157894736842105,47,416
5342274323283053559,7403128515376274909,4391956365746068559,Бутылёк пришёл порванный(((крем вытекал. Возврат. А так то крем хороший должен быть.,21,20,4.380952380952381,13,2,4.461538461538462,131,245
10048485539014378841,3734884571671233967,3608255627357219465,"Да, действительно, не на маленькую грудь, на мои параметры: 92х64, 75С – топ сел хорошо, но ещё большая грудь поместится точно. Качество норм, цвет как на фото. Симпатяшный)",131,106,4.717557251908397,11,4,4.0,210,374
15278284691513890355,5115305319725608832,6836784353719029392,пришло не то стекло прошу вернуть деньги без снятия обратной доставки,1,1,1.0,10,3,2.6,2,6
15238440860881110820,14786016319912193072,17172003493286166663,Хороший товар.,39,37,4.358974358974359,191,24,4.073298429319372,85,100
13016670418172852783,111182005272269040,12214993272083833542,"Класс,только чуть не пропечатолось",12,12,4.166666666666667,27,6,4.925925925925926,42,75
