f1,f2,f3,f4,f5,f6,f7,f8,div_f1_f2,div_f1_f3,div_f1_f4,div_f1_f6,div_f1_f8,div_f2_f3,div_f2_f4,div_f2_f6,div_f2_f8,div_f3_f4,div_f3_f6,div_f3_f8,div_f4_f6,div_f4_f8,div_f5_f6,div_f5_f8,div_f6_f8,div_f7_f8,num_points,num_big_letters,avg_word_len,num_words,avg_big_letters,avg_points
14,13,4.571428571428571,77,22,4.428571428571429,123,208,1.0769230769230769,3.0625,0.18181818181818182,3.161290322580645,0.0673076923076923,2.84375,0.16883116883116883,2.9354838709677415,0.0625,0.05936920222634508,1.032258064516129,0.021978021978021976,17.387096774193548,0.3701923076923077,4.967741935483871,0.10576923076923077,0.021291208791208792,0.5913461538461539,3,1,6.5,2,0.5,1.5
12,1,1.0,1,0,1.0,52,66,12.0,12.0,12.0,12.0,0.18181818181818182,1.0,1.0,1.0,0.015151515151515152,1.0,1.0,0.015151515151515152,1.0,0.015151515151515152,0.0,0.0,0.015151515151515152,0.7878787878787878,7,4,4.457142857142857,35,0.11428571428571428,0.2
24,22,4.666666666666667,42,13,4.285714285714286,57,113,1.0909090909090908,5.142857142857142,0.5714285714285714,5.6000000000000005,0.21238938053097345,4.714285714285714,0.5238095238095238,5.133333333333334,0.19469026548672566,0.11111111111111112,1.088888888888889,0.04129793510324484,9.8,0.37168141592920356,3.033333333333333,0.11504424778761062,0.03792667509481669,0.504424778761062,0,1,8.0,3,0.3333333333333333,0.0
9,8,4.777777777777778,184,34,4.711956521739131,27,64,1.125,1.8837209302325582,0.04891304347826087,1.9100346020761245,0.140625,1.6744186046511629,0.043478260869565216,1.6978085351787773,0.125,0.025966183574879228,1.0139689862873253,0.07465277777777778,39.04959630911188,2.875,7.215686274509803,0.53125,0.07362432065217392,0.421875,4,2,6.142857142857143,7,0.2857142857142857,0.5714285714285714
1,1,3.0,87,15,4.655172413793103,1,5,1.0,0.3333333333333333,0.011494252873563218,0.21481481481481482,0.2,0.3333333333333333,0.011494252873563218,0.21481481481481482,0.2,0.034482758620689655,0.6444444444444445,0.6,18.68888888888889,17.4,3.2222222222222223,3.0,0.9310344827586207,0.2,2,1,4.7272727272727275,11,0.09090909090909091,0.18181818181818182
92,86,4.771739130434782,375,53,4.832,86,156,1.069767441860465,19.28018223234624,0.24533333333333332,19.039735099337747,0.5897435897435898,18.022779043280185,0.22933333333333333,17.798013245033115,0.5512820512820513,0.01272463768115942,0.9875287935502447,0.030588071348940912,77.60761589403974,2.4038461538461537,10.968543046357617,0.33974358974358976,0.030974358974358972,0.5512820512820513,0,1,7.0,2,0.5,0.0
2,2,5.0,2,0,5.0,52,92,1.0,0.4,1.0,0.4,0.021739130434782608,0.4,1.0,0.4,0.021739130434782608,2.5,1.0,0.05434782608695652,0.4,0.021739130434782608,0.0,0.0,0.05434782608695652,0.5652173913043478,1,1,5.388888888888889,18,0.05555555555555555,0.05555555555555555
11,11,3.5454545454545454,174,18,4.844827586206897,8,13,1.0,3.1025641025641026,0.06321839080459771,2.2704626334519573,0.8461538461538461,3.1025641025641026,0.06321839080459771,2.2704626334519573,0.8461538461538461,0.02037617554858934,0.7318020058233581,0.2727272727272727,35.91459074733096,13.384615384615385,3.715302491103203,1.3846153846153846,0.3726790450928382,0.6153846153846154,1,0,5.4,5,0.0,0.2
10,10,4.5,459,189,3.742919389978213,110,142,1.0,2.2222222222222223,0.02178649237472767,2.671711292200233,0.07042253521126761,2.2222222222222223,0.02178649237472767,2.671711292200233,0.07042253521126761,0.00980392156862745,1.202270081490105,0.03169014084507042,122.6315483119907,3.232394366197183,50.495343422584405,1.3309859154929577,0.026358587253367698,0.7746478873239436,2,2,6.9,10,0.2,0.2
6,6,3.6666666666666665,1776,148,4.827702702702703,51,62,1.0,1.6363636363636365,0.0033783783783783786,1.2428271518544436,0.0967741935483871,1.6363636363636365,0.0033783783783783786,1.2428271518544436,0.0967741935483871,0.0020645645645645644,0.7595054816888267,0.059139784946236555,367.87683694891535,28.64516129032258,30.656403079076277,2.3870967741935485,0.07786617262423715,0.8225806451612904,3,1,7.222222222222222,9,0.1111111111111111,0.3333333333333333
1,1,5.0,34,12,4.117647058823529,1,4,1.0,0.2,0.029411764705882353,0.24285714285714288,0.25,0.2,0.029411764705882353,0.24285714285714288,0.25,0.14705882352941177,1.2142857142857144,1.25,8.257142857142858,8.5,2.9142857142857146,3.0,1.0294117647058822,0.25,8,3,5.5,22,0.13636363636363635,0.36363636363636365
6,6,5.0,53,9,4.584905660377358,79,133,1.0,1.2,0.11320754716981132,1.308641975308642,0.045112781954887216,1.2,0.11320754716981132,1.308641975308642,0.045112781954887216,0.09433962264150944,1.0905349794238683,0.03759398496240601,11.559670781893004,0.39849624060150374,1.962962962962963,0.06766917293233082,0.034472974890055325,0.5939849624060151,2,1,6.0,6,0.16666666666666666,0.3333333333333333
67,62,5.0,278,61,4.766187050359712,82,101,1.0806451612903225,13.4,0.24100719424460432,14.057358490566038,0.6633663366336634,12.4,0.22302158273381295,13.008301886792452,0.6138613861386139,0.017985611510791366,1.049056603773585,0.04950495049504951,58.32754716981132,2.7524752475247523,12.798490566037735,0.6039603960396039,0.04718997079564072,0.8118811881188119,5,2,6.0625,16,0.125,0.3125
28,27,4.321428571428571,603,255,4.207296849087894,53,117,1.037037037037037,6.479338842975207,0.04643449419568822,6.655104454079622,0.23931623931623933,6.247933884297521,0.04477611940298507,6.417422152148207,0.23076923076923078,0.0071665482113243304,1.0271270904893293,0.036935286935286936,143.32242806464328,5.153846153846154,60.60898699251084,2.1794871794871793,0.03595980212895636,0.452991452991453,4,3,6.5,14,0.21428571428571427,0.2857142857142857
5,5,4.8,55,15,4.545454545454546,12,13,1.0,1.0416666666666667,0.09090909090909091,1.0999999999999999,0.38461538461538464,1.0416666666666667,0.09090909090909091,1.0999999999999999,0.38461538461538464,0.08727272727272727,1.0559999999999998,0.3692307692307692,12.1,4.230769230769231,3.3,1.1538461538461537,0.3496503496503497,0.9230769230769231,1,1,5.555555555555555,9,0.1111111111111111,0.1111111111111111
11,11,4.727272727272728,101,24,4.415841584158416,84,148,1.0,2.326923076923076,0.10891089108910891,2.491031390134529,0.07432432432432433,2.326923076923076,0.10891089108910891,2.491031390134529,0.07432432432432433,0.04680468046804682,1.0705258866693845,0.03194103194103195,22.87219730941704,0.6824324324324325,5.434977578475336,0.16216216216216217,0.02983676746052984,0.5675675675675675,2,2,5.0,7,0.2857142857142857,0.2857142857142857
1,1,1.0,313,51,4.405750798722044,1,2,1.0,1.0,0.003194888178913738,0.22697606961566355,0.5,1.0,0.003194888178913738,0.22697606961566355,0.5,0.003194888178913738,0.22697606961566355,0.5,71.0435097897027,156.5,11.57577955039884,25.5,2.202875399361022,0.5,6,9,5.109090909090909,55,0.16363636363636364,0.10909090909090909
1,1,2.0,1417,328,4.935074100211715,30,38,1.0,0.5,0.0007057163020465773,0.20263120263120263,0.02631578947368421,0.5,0.0007057163020465773,0.20263120263120263,0.02631578947368421,0.0014114326040931546,0.40526240526240526,0.05263157894736842,287.12841412841414,37.28947368421053,66.46303446303446,8.631578947368421,0.129870371058203,0.7894736842105263,4,3,5.533333333333333,30,0.1,0.13333333333333333
1,1,5.0,165,27,4.6909090909090905,2,2,1.0,0.2,0.006060606060606061,0.21317829457364343,0.5,0.2,0.006060606060606061,0.21317829457364343,0.5,0.030303030303030304,1.0658914728682172,2.5,35.174418604651166,82.5,5.7558139534883725,13.5,2.3454545454545452,1.0,2,2,7.0,3,0.6666666666666666,0.6666666666666666
1,1,1.0,38,10,3.684210526315789,10,17,1.0,1.0,0.02631578947368421,0.27142857142857146,0.058823529411764705,1.0,0.02631578947368421,0.27142857142857146,0.058823529411764705,0.02631578947368421,0.27142857142857146,0.058823529411764705,10.314285714285715,2.235294117647059,2.714285714285715,0.5882352941176471,0.21671826625386995,0.5882352941176471,2,1,4.5,16,0.0625,0.125
2,1,5.0,15,7,5.0,3,5,2.0,0.4,0.13333333333333333,0.4,0.4,0.2,0.06666666666666667,0.2,0.2,0.3333333333333333,1.0,1.0,3.0,3.0,1.4,1.4,1.0,0.6,4,2,6.818181818181818,11,0.18181818181818182,0.36363636363636365
2,2,3.5,43,15,4.023255813953488,1,2,1.0,0.5714285714285714,0.046511627906976744,0.49710982658959535,1.0,0.5714285714285714,0.046511627906976744,0.49710982658959535,1.0,0.08139534883720931,0.869942196531792,1.75,10.6878612716763,21.5,3.7283236994219653,7.5,2.011627906976744,0.5,0,1,5.5,6,0.16666666666666666,0.0
10,10,2.6,83,35,3.614457831325301,108,240,1.0,3.846153846153846,0.12048192771084337,2.766666666666667,0.041666666666666664,3.846153846153846,0.12048192771084337,2.766666666666667,0.041666666666666664,0.03132530120481928,0.7193333333333334,0.010833333333333334,22.963333333333335,0.3458333333333333,9.683333333333334,0.14583333333333334,0.01506024096385542,0.45,8,5,6.0,28,0.17857142857142858,0.2857142857142857
17,16,3.117647058823529,17,15,4.294117647058823,105,1709,1.0625,5.452830188679246,1.0,3.9589041095890414,0.00994733762434172,5.132075471698114,0.9411764705882353,3.726027397260274,0.009362200117027502,0.1833910034602076,0.7260273972602739,0.0018242522286855056,3.9589041095890414,0.00994733762434172,3.493150684931507,0.008777062609713282,0.0025126492961139984,0.06143943826799298,5,5,6.9,20,0.25,0.25
3,3,4.0,4778,800,4.581414817915446,4,6,1.0,0.75,0.0006278777731268313,0.6548195523069894,0.5,0.75,0.0006278777731268313,0.6548195523069894,0.5,0.0008371703641691084,0.8730927364093193,0.6666666666666666,1042.9092736409318,796.3333333333334,174.61854728186384,133.33333333333334,0.7635691363192411,0.6666666666666666,6,4,5.863636363636363,22,0.18181818181818182,0.2727272727272727
1,1,1.0,111,24,4.009009009009009,8,19,1.0,1.0,0.009009009009009009,0.249438202247191,0.05263157894736842,1.0,0.009009009009009009,0.249438202247191,0.05263157894736842,0.009009009009009009,0.249438202247191,0.05263157894736842,27.6876404494382,5.842105263157895,5.986516853932584,1.263157894736842,0.21100047415836892,0.42105263157894735,0,1,7.0,2,0.5,0.0
14,14,4.571428571428571,115,26,4.643478260869565,159,341,1.0,3.0625,0.12173913043478261,3.0149812734082397,0.04105571847507331,3.0625,0.12173913043478261,3.0149812734082397,0.04105571847507331,0.03975155279503105,0.9844836811128945,0.013405948889819858,24.765917602996254,0.33724340175953077,5.599250936329589,0.07624633431085044,0.01361723830167028,0.4662756598240469,16,8,5.306451612903226,62,0.12903225806451613,0.25806451612903225
6,6,4.5,473,32,4.7124735729386895,38,67,1.0,1.3333333333333333,0.012684989429175475,1.2732166890982504,0.08955223880597014,1.3333333333333333,0.012684989429175475,1.2732166890982504,0.08955223880597014,0.009513742071881607,0.9549125168236877,0.06716417910447761,100.3719156572454,7.059701492537314,6.790489008524001,0.47761194029850745,0.07033542646177149,0.5671641791044776,2,1,9.0,6,0.16666666666666666,0.3333333333333333
1,1,1.0,5,0,4.0,1,5,1.0,1.0,0.2,0.25,0.2,1.0,0.2,0.25,0.2,0.2,0.25,0.2,1.25,1.0,0.0,0.0,0.8,0.2,1,1,4.4,5,0.2,0.2
15,14,4.6,677,315,4.607090103397341,27,52,1.0714285714285714,3.2608695652173916,0.022156573116691284,3.255851234369991,0.28846153846153844,3.0434782608695654,0.0206794682422452,3.0387944854119913,0.2692307692307692,0.006794682422451993,0.998461045206797,0.08846153846153845,146.94741904456558,13.01923076923077,68.3728759217698,6.0576923076923075,0.08859788660379501,0.5192307692307693,2,1,6.714285714285714,7,0.14285714285714285,0.2857142857142857
16,2,2.75,3,0,2.333333333333333,6,19,8.0,5.818181818181818,5.333333333333333,6.857142857142858,0.8421052631578947,0.7272727272727273,0.6666666666666666,0.8571428571428572,0.10526315789473684,0.9166666666666666,1.1785714285714288,0.14473684210526316,1.2857142857142858,0.15789473684210525,0.0,0.0,0.12280701754385963,0.3157894736842105,0,1,7.0,1,1.0,0.0
34,34,4.676470588235294,877,345,4.738882554161916,56,100,1.0,7.270440251572326,0.03876852907639681,7.1746871992300285,0.34,7.270440251572326,0.03876852907639681,7.1746871992300285,0.34,0.005332349587497485,0.9868298137349262,0.046764705882352944,185.06472569778632,8.77,72.80197305101059,3.45,0.047388825541619155,0.56,2,1,5.0,3,0.3333333333333333,0.6666666666666666
27,26,4.777777777777778,1144,266,4.693181818181818,53,119,1.0384615384615385,5.651162790697675,0.0236013986013986,5.753026634382566,0.226890756302521,5.441860465116279,0.022727272727272728,5.539951573849879,0.2184873949579832,0.004176379176379176,1.0180252892117299,0.04014939309056956,243.75786924939467,9.61344537815126,56.67796610169491,2.235294117647059,0.03943850267379679,0.44537815126050423,0,1,5.0,3,0.3333333333333333,0.0
14,13,4.714285714285714,66,41,4.893939393939394,35,36,1.0769230769230769,2.9696969696969697,0.21212121212121213,2.8606811145510838,0.3888888888888889,2.7575757575757573,0.19696969696969696,2.656346749226006,0.3611111111111111,0.07142857142857142,0.9632905793896507,0.13095238095238096,13.48606811145511,1.8333333333333333,8.377708978328174,1.1388888888888888,0.13594276094276092,0.9722222222222222,7,0,5.944444444444445,18,0.0,0.3888888888888889
2,2,4.0,5,2,5.0,4,7,1.0,0.5,0.4,0.4,0.2857142857142857,0.5,0.4,0.4,0.2857142857142857,0.8,0.8,0.5714285714285714,1.0,0.7142857142857143,0.4,0.2857142857142857,0.7142857142857143,0.5714285714285714,21,22,5.094890510948905,137,0.16058394160583941,0.15328467153284672
4,4,4.0,4,1,3.75,6,7,1.0,1.0,1.0,1.0666666666666667,0.5714285714285714,1.0,1.0,1.0666666666666667,0.5714285714285714,1.0,1.0666666666666667,0.5714285714285714,1.0666666666666667,0.5714285714285714,0.26666666666666666,0.14285714285714285,0.5357142857142857,0.8571428571428571,4,4,4.5,16,0.25,0.25
52,51,4.730769230769231,315,97,4.714285714285714,133,239,1.0196078431372548,10.991869918699187,0.16507936507936508,11.03030303030303,0.2175732217573222,10.78048780487805,0.1619047619047619,10.818181818181818,0.21338912133891214,0.015018315018315019,1.0034965034965035,0.01979401351786289,66.81818181818181,1.3179916317991631,20.575757575757574,0.40585774058577406,0.01972504482964734,0.5564853556485355,3,2,5.090909090909091,11,0.18181818181818182,0.2727272727272727
8,7,4.875,18,6,4.277777777777778,69,103,1.1428571428571428,1.641025641025641,0.4444444444444444,1.87012987012987,0.07766990291262135,1.435897435897436,0.3888888888888889,1.6363636363636365,0.06796116504854369,0.2708333333333333,1.1396103896103897,0.04733009708737864,4.207792207792208,0.17475728155339806,1.4025974025974026,0.05825242718446602,0.041531823085221145,0.6699029126213593,1,1,9.0,2,0.5,0.5
1,1,1.0,17,9,4.294117647058823,0,2,1.0,1.0,0.058823529411764705,0.23287671232876714,0.5,1.0,0.058823529411764705,0.23287671232876714,0.5,0.058823529411764705,0.23287671232876714,0.5,3.9589041095890414,8.5,2.095890410958904,4.5,2.1470588235294117,0.0,9,4,5.705882352941177,34,0.11764705882352941,0.2647058823529412
9,8,5.0,1,0,5.0,11,17,1.125,1.8,9.0,1.8,0.5294117647058824,1.6,8.0,1.6,0.47058823529411764,5.0,1.0,0.29411764705882354,0.2,0.058823529411764705,0.0,0.0,0.29411764705882354,0.6470588235294118,2,1,6.4,5,0.2,0.4
1,1,2.0,47,27,4.042553191489362,16,83,1.0,0.5,0.02127659574468085,0.24736842105263157,0.012048192771084338,0.5,0.02127659574468085,0.24736842105263157,0.012048192771084338,0.0425531914893617,0.49473684210526314,0.024096385542168676,11.626315789473683,0.5662650602409639,6.678947368421052,0.3253012048192771,0.04870546013842605,0.1927710843373494,12,7,5.1923076923076925,26,0.2692307692307692,0.46153846153846156
23,23,4.695652173913044,215,24,4.353488372093024,44,115,1.0,4.898148148148148,0.10697674418604651,5.283119658119657,0.2,4.898148148148148,0.10697674418604651,5.283119658119657,0.2,0.021840242669362995,1.0785953177257523,0.04083175803402647,49.38568376068375,1.8695652173913044,5.512820512820511,0.20869565217391303,0.03785642062689586,0.3826086956521739,12,6,5.390625,64,0.09375,0.1875
2,2,1.0,29,2,4.517241379310345,6,15,1.0,2.0,0.06896551724137931,0.4427480916030534,0.13333333333333333,2.0,0.06896551724137931,0.4427480916030534,0.13333333333333333,0.034482758620689655,0.2213740458015267,0.06666666666666667,6.419847328244274,1.9333333333333333,0.4427480916030534,0.13333333333333333,0.30114942528735633,0.4,1,1,5.0,3,0.3333333333333333,0.3333333333333333
1,1,1.0,7,4,3.857142857142857,15,37,1.0,1.0,0.14285714285714285,0.25925925925925924,0.02702702702702703,1.0,0.14285714285714285,0.25925925925925924,0.02702702702702703,0.14285714285714285,0.25925925925925924,0.02702702702702703,1.8148148148148149,0.1891891891891892,1.037037037037037,0.10810810810810811,0.10424710424710425,0.40540540540540543,12,4,5.425531914893617,47,0.0851063829787234,0.2553191489361702
4,3,2.75,730,203,4.7972602739726025,8,25,1.3333333333333333,1.4545454545454546,0.005479452054794521,0.8338092518560822,0.16,1.0909090909090908,0.00410958904109589,0.6253569388920617,0.12,0.003767123287671233,0.5732438606510566,0.11,152.17018846373503,29.2,42.31581953169618,8.12,0.1918904109589041,0.32,0,1,4.625,8,0.125,0.0
1,1,1.0,85,37,3.764705882352941,12,15,1.0,1.0,0.011764705882352941,0.265625,0.06666666666666667,1.0,0.011764705882352941,0.265625,0.06666666666666667,0.011764705882352941,0.265625,0.06666666666666667,22.578125,5.666666666666667,9.828125,2.466666666666667,0.25098039215686274,0.8,6,6,4.318181818181818,22,0.2727272727272727,0.2727272727272727
5,4,5.0,9,7,4.111111111111111,22,27,1.25,1.0,0.5555555555555556,1.2162162162162162,0.18518518518518517,0.8,0.4444444444444444,0.972972972972973,0.14814814814814814,0.5555555555555556,1.2162162162162162,0.18518518518518517,2.1891891891891895,0.3333333333333333,1.7027027027027029,0.25925925925925924,0.15226337448559668,0.8148148148148148,1,1,9.666666666666666,3,0.3333333333333333,0.3333333333333333
74,71,4.554054054054054,19,3,4.631578947368421,78,142,1.0422535211267605,16.24925816023739,3.8947368421052633,15.977272727272727,0.5211267605633803,15.590504451038575,3.736842105263158,15.329545454545453,0.5,0.2396870554765292,0.9832616707616708,0.032070803197563766,4.1022727272727275,0.13380281690140844,0.6477272727272727,0.02112676056338028,0.03261675315048184,0.5492957746478874,2,1,6.777777777777778,9,0.1111111111111111,0.2222222222222222
159,133,4.8742138364779874,40,9,4.7,165,286,1.1954887218045114,32.62064516129032,3.975,33.82978723404255,0.5559440559440559,27.286451612903225,3.325,28.29787234042553,0.46503496503496505,0.12185534591194969,1.0370667737187207,0.017042705721951004,8.51063829787234,0.13986013986013987,1.9148936170212765,0.03146853146853147,0.016433566433566433,0.5769230769230769,1,1,7.0,2,0.5,0.5
3,3,5.0,61,28,4.819672131147541,26,27,1.0,0.6,0.04918032786885246,0.6224489795918368,0.1111111111111111,0.6,0.04918032786885246,0.6224489795918368,0.1111111111111111,0.08196721311475409,1.0374149659863947,0.18518518518518517,12.656462585034015,2.259259259259259,5.80952380952381,1.037037037037037,0.1785063752276867,0.9629629629629629,2,1,6.4,5,0.2,0.4
8,1,5.0,9,1,5.0,18,26,8.0,1.6,0.8888888888888888,1.6,0.3076923076923077,0.2,0.1111111111111111,0.2,0.038461538461538464,0.5555555555555556,1.0,0.19230769230769232,1.8,0.34615384615384615,0.2,0.038461538461538464,0.19230769230769232,0.6923076923076923,1,1,7.333333333333333,6,0.16666666666666666,0.16666666666666666
10,9,5.0,284,77,4.348591549295775,36,38,1.1111111111111112,2.0,0.035211267605633804,2.299595141700405,0.2631578947368421,1.8,0.03169014084507042,2.069635627530364,0.23684210526315788,0.017605633802816902,1.1497975708502024,0.13157894736842105,65.3085020242915,7.473684210526316,17.706882591093116,2.026315789473684,0.11443661971830987,0.9473684210526315,10,5,5.897435897435898,39,0.1282051282051282,0.2564102564102564
26,24,5.0,10,1,4.2,20,54,1.0833333333333333,5.2,2.6,6.19047619047619,0.48148148148148145,4.8,2.4,5.714285714285714,0.4444444444444444,0.5,1.1904761904761905,0.09259259259259259,2.380952380952381,0.18518518518518517,0.23809523809523808,0.018518518518518517,0.07777777777777778,0.37037037037037035,0,1,7.5,2,0.5,0.0
14,14,4.857142857142857,102,20,4.754901960784314,43,55,1.0,2.882352941176471,0.13725490196078433,2.9443298969072167,0.2545454545454545,2.882352941176471,0.13725490196078433,2.9443298969072167,0.2545454545454545,0.047619047619047616,1.021502209131075,0.0883116883116883,21.451546391752576,1.8545454545454545,4.206185567010309,0.36363636363636365,0.08645276292335116,0.7818181818181819,8,5,5.722222222222222,18,0.2777777777777778,0.4444444444444444
6,6,4.833333333333333,327,96,4.559633027522936,39,83,1.0,1.2413793103448276,0.01834862385321101,1.3158953722334004,0.07228915662650602,1.2413793103448276,0.01834862385321101,1.3158953722334004,0.07228915662650602,0.014780835881753312,1.0600268276324614,0.058232931726907626,71.71629778672032,3.9397590361445785,21.054325955734406,1.1566265060240963,0.05493533768099922,0.46987951807228917,2,3,4.833333333333333,12,0.25,0.16666666666666666
1,1,5.0,38,11,4.394736842105263,5,6,1.0,0.2,0.02631578947368421,0.22754491017964074,0.16666666666666666,0.2,0.02631578947368421,0.22754491017964074,0.16666666666666666,0.13157894736842105,1.1377245508982037,0.8333333333333334,8.646706586826348,6.333333333333333,2.502994011976048,1.8333333333333333,0.7324561403508771,0.8333333333333334,1,0,5.0,2,0.0,0.5
43,37,4.511627906976744,3005,765,4.793344425956739,166,227,1.162162162162162,9.530927835051546,0.014309484193011647,8.970772007775619,0.1894273127753304,8.20103092783505,0.012312811980033278,7.719036378783671,0.16299559471365638,0.0015013736795263708,0.9412275659861925,0.019875012806064952,626.9109275201333,13.237885462555067,159.5962926964732,3.3700440528634363,0.021116054739897527,0.7312775330396476,7,5,5.184210526315789,38,0.13157894736842105,0.18421052631578946
1,1,1.0,115,59,3.5478260869565217,11,26,1.0,1.0,0.008695652173913044,0.2818627450980392,0.038461538461538464,1.0,0.008695652173913044,0.2818627450980392,0.038461538461538464,0.008695652173913044,0.2818627450980392,0.038461538461538464,32.41421568627451,4.423076923076923,16.629901960784313,2.269230769230769,0.13645484949832776,0.4230769230769231,2,1,6.75,8,0.125,0.25
4,4,2.5,83,22,4.253012048192771,32,47,1.0,1.6,0.04819277108433735,0.9405099150141644,0.0851063829787234,1.6,0.04819277108433735,0.9405099150141644,0.0851063829787234,0.030120481927710843,0.5878186968838528,0.05319148936170213,19.51558073654391,1.7659574468085106,5.172804532577904,0.46808510638297873,0.0904896180466547,0.6808510638297872,2,1,6.5,8,0.125,0.25
19,19,4.947368421052632,670,54,4.597014925373134,38,44,1.0,3.840425531914893,0.028358208955223882,4.133116883116883,0.4318181818181818,3.840425531914893,0.028358208955223882,4.133116883116883,0.4318181818181818,0.007384131971720346,1.0762132604237868,0.11244019138755981,145.74675324675326,15.227272727272727,11.746753246753247,1.2272727272727273,0.1044776119402985,0.8636363636363636,4,3,6.25,12,0.25,0.3333333333333333
