id1,id2,id3,text,f1,f2,f3,f4,f5,f6,f7,f8,label
9712720796090272382,16551728314534170723,3349521823523090683,"Заказала контейнер с подогревом от сети и от автомобиля, пришел контейнер только с зарядкой от автомобиля, на фото было с зарядкой от сети и от автомобиля и было написано, что и от сети тоже, обманом занимаетесь ещё при возврате сняли деньги 100 рублей, ещё запрашиваете оценку, только минус могу вам поставить",1,1,1.0,7,0,1.8571428571428572,1,2,0
11412653650919637862,7917252194019529884,4383783788274755465,Не заказывал товар но мне хотели его впарить,4,3,2.75,730,203,4.7972602739726025,8,25,0
9458139270987624319,15872294383265042178,9276397251840000441,"Брюки очень классные!,но сама заказала не тот размер ,перезакажу.",2,2,5.0,172,35,4.453488372093023,2,9,0
8547693878223225333,2191062068342455122,10651534060335482528,"Второй раз худею с помощью Селтомикс, результаты хорошие. Удобен в использовании, нравится что таблица есть, притупляет чувство голода.",2,2,5.0,3068,930,4.320078226857888,0,2,1
13349211451411923504,5007658946180967524,16465897734611068333,Разочарована. Прислали другую модель. Оформлен возврат как неверное вложение Но 150 рублей за возврат удержали. Очень неприятное впечатление.,2,2,3.0,15,3,3.7333333333333334,3,8,0
13629586663248251183,11920469529161855,16573173798776858338,"Заказывала 2 размера на примерку. Один не подошёл, а платье 50 размера было совсем другого фасона. С фатиновой юбкой. Мерить не стала.  Грустно.",1,1,3.0,29,6,4.448275862068965,1,6,0
3713861617383871627,12888359477406202340,7717033396874352091,"На ощупь материал очень хороший. А когда одел и провёл по груди и животу, то чувствуется волна от полосочек. Топорщится у подмышек. Скорее всего нужен размер меньше. Заказывал 52, а сейчас буду заказывать 50.",1,1,5.0,49,2,4.510204081632653,3,8,0
5002269436549863957,8537018422111626685,2452047199270097551,"Сзади шнуровка , внутри мех и внешне выглядит очень хорошо. Качественно изготовлены. Мне подошли.",40,2,5.0,4,6,4.5,13,43,1
12535090684651559431,6627651625841783711,6836784353719029392,Товар  пришли  но не  подошёл  не правильно  отправили,1,1,1.0,7,0,1.0,0,2,1
17424613758012620567,16027884528707561911,16573173798776858338,"оочень крутое платье! но сначала заказала XS и не влезла в него,хотя по размерной сетке он соответствует моим параметрам. размер S подошёл идеально)",1,1,5.0,8979,3247,4.790423162583519,4,5,1
15626988669863924362,15934270406326571360,15353952586508401112,"Пришли футзалки не в лучшем виде. Местами пятна неизвестно от чего. Одно, что обидно не подошли по ширине стопы.",1,1,3.0,35,11,4.171428571428572,2,5,0
3231785663555852656,15727904128262950318,3260081402716394163,"Замечательные, легкие,красивые! На свой 38, взяла 41!!! Широкая стопа, и высокий подъем. Сели идеально! Благодарю продавца и доставку👏👏👏",127,87,4.803149606299213,10,3,5.0,211,356,0
3231785663555852656,15727904128262950318,3260081402716394163,"Замечательные, легкие,красивые! На свой 38, взяла 41!!! Широкая стопа, и высокий подъем. Сели идеально! Благодарю продавца и доставку👏👏👏",127,87,4.803149606299213,10,3,5.0,211,356,0
16617851863372210633,3727586171411301436,9276397251840000441,"Товар имеет запах клеёнки. Пришел с многочисленным браком: отсутствовала внутренняя пуговица на поясе брюк, швы во многих местах расходятся (шов на внутреннем стыке правой и левой брючин, нижний край молнии в гульфике) и повсюду торчат нитки. Качество очень расстроило, поэтому отказ",3,3,3.3333333333333335,2003,439,4.504243634548177,20,30,0
9166530030268612642,17872730860085763096,545463266737960507,Прислали ношенные сапоги. *спасибо* поставщиику. Будте внимательны.,1,1,1.0,96,47,3.8854166666666665,1,3,0
9974382863033263948,3373394804567554688,8818535877144269085,"Пришел в непонятной упаковке вскрытая ,а сама куртка что ношенная",2,2,3.0,6,1,3.5,2,4,0
14693900358893763178,9142916060826063233,9276397251840000441,Очень большемерят И не сказано что за возврат берут деньги.,4,4,1.25,7,0,4.285714285714286,3,4,1
9469134922561880841,1500754368432097106,14484200784271263541,"Контейнера хорошие, мне они очень помогут в моём производстве. Забрала не смотря на скол уголка, потому что пластмасс понимаю что не вечный. Для меня не критично, но может стоит обратить внимание на упаковку, для кого то будет возврат. Фото прилагаю",7,7,4.571428571428571,140,53,4.235714285714286,9,24,0
14528960370191947361,12053749469243149078,9185578329396107452,Заказывал 2 раза пришëл не тот товар и по качеству та очень плохая,1,1,1.0,133,8,4.7669172932330826,1,3,0
8778584507986714956,11577458375445688772,17418064849829328083,"Товар доставлен в срок. Заявленным характеристикам соответствует. Трикотаж плотный и хорошо тянется. Приятный на ощупь и к телу. Сшит аккуратно. Горловина не давит. Размеру соответствует. Посмотрим, как будет в носке. Надеюсь не сядет при стирке и не пойдет катышками. Спасибо.",82,71,4.548780487804878,116,13,4.879310344827586,114,171,1
17142836267063958206,11701319127821028084,12155125135782450682,"по размеру на российский 52 подошел размер производителя 32, материал плотный, тянется, на весну и прохладное лето. На рост 160 чуть подвернула, сели отлично, прямо то, что нужно. Качество пошива хорошее, швы все ровные, нитки не торчали, карманы все прошиты. Единственный минус-цвет темнее, чем на фото, но возможно это было такое освещение",1,1,5.0,1142,249,4.530647985989492,2,2,0
13441082924007466837,5693951980862289701,11001013102453438482,Не полный комплект. Настроение испорчено.,1,1,1.0,4,0,2.0,9,15,1
5328743232361390305,7005754775454649944,566298475674721650,"Резкий неприятный запах, чистый спирт🤮🤮🤮🤮🤮🤮",1,1,1.0,147,63,4.680272108843537,1,3,1
8169272926386961611,18040562023416977861,16940831933287161398,"Шикарная сумка! Еще и с инструментом! Взяла бабушке на огород,думаю,что будет довольна) Спасибо!",638,550,4.7115987460815045,5,1,5.0,731,2137,1
15747310865782088163,2440239511635295661,12636165674699970687,"Идеальная дублёнка! Отлично села на рост 180 см, хорошая длина, попу прикрывает, рукав НЕ короткий. Мерила такую же в магазине - показалась дубовой, руки тяжело было сгибать, эта пошита из другого материала, намного мягче, в ней очень комфортно, любовь 🥰",1,1,5.0,54,34,4.203703703703703,22,23,1
1217249156064582814,327282230759242075,17013138686189734383,Отличные пакеты.,11,11,5.0,305,46,4.645901639344262,32,308,1
16077150829748119294,7790100981865626020,7610598891996405620,К камню претензий нет. Неограненный берилл. Все ок !  Но металл почему то местами цвета серебристого и это точно не патина. Не отшлифован в некоторых местах. Качество радикально отличается от другого кольца бронзового.,59,44,4.576271186440678,2,2,3.5,82,120,1
18191606787958987697,13045929735136768937,13734513028915140394,Добрый день ! Пришел в с дефектом. ЖК дисплей неисправном состоянии! Вынужден вернуть !,1,1,1.0,285,130,4.445614035087719,1,8,1
6573299342663662343,14113902356920508959,2452047199270097551,"Очень аккуратно сшиты, красивые, но маломерят на три размера, на 38 взяла 41.",10,10,4.8,19,5,4.368421052631579,26,91,0
786037777997543135,4424560142656345111,3167186606958567184,Классная вещь.,5,2,5.0,100,18,5.0,4,4,1
12977040177002757512,15291643425364931962,8506290172349219613,"Хороший халатик, отличное качество, стоит постирать сразу!!!",1,1,5.0,43,11,4.883720930232558,1,1,0
16340475802761805144,2453847171155822364,12512324750829490594,"Лампа работает 2 месяца. Все хорошо. Птичкам очень понравилось, стали активнее. Наши любимчики просто ожили. Поведение изменилось, стали игривые. Мы так поняли, что стали лучше видеть так как проявился интерес к овощам и фруктам. Вкусовые рецепторы явно улучшились. Стали различать вкусы. И всё-таки лампа оказалась незаменимой вещью в ежедневном рационе наших птичек. Конечно, вначале мало надежд было, но как оказалось это очень необходимая вещь для жизнедеятельности попугаев. Очень рекомендую!",3,3,5.0,84,48,4.011904761904762,2,24,1
1371935652226445516,16160728979959705784,1425612191741787190,"Шапка по качеству просто ужасная, на ощупь неприятная вообще",28,27,4.25,132,67,4.386363636363637,56,90,1
9781316470522206868,17701612652101967730,8160404367092487937,Намного маленький размер даже нога в кроссовок не залезла  Красовки совсем не такие как на фото  Материал очень мягкий даже не держат форму красовки,4,4,4.0,26,3,3.8461538461538463,24,33,1
12572378660472216328,11853241915228220340,3608255627357219465,"Спасибо мой размер стал 3,а было 0 хотя честно хз мне лично х$йня",3,3,5.0,747,152,4.456492637215529,3,14,0
15497793188519417766,6982842843913066548,147494687329013625,"Thank you, за быструю доставку.",4,4,5.0,92,24,4.5978260869565215,5,12,0
16665675694745683209,5553915940977950659,9276397251840000441,Пришли брюки другой фирмы,4,1,1.75,2,0,1.0,17,37,0
5516558881058200223,13718977250422771170,8223254633971568382,Чехол классный))),4,4,5.0,1,0,5.0,5,5,0
12169514132772594596,9204158149970671432,2452047199270097551,"Симпатичные ботинки, но очень узкие",1,1,5.0,10,2,4.6,9,12,0
1992190224313627136,16027884528707561911,16573173798776858338,"Все отлично,по размеру подошло,советую)",1,1,5.0,8979,3247,4.790423162583519,3,7,1
13671388171326038850,16377324920003042615,17771728373736239509,"Куртка непонятная, заказывали 2 размера, плечи широкие, ворот узкий, вообще не застегнулся!",1,1,1.0,10,0,4.1,4,7,1
5002269436549863957,13669343433924914553,2452047199270097551,"Мне подошли размер в размер. Бежевые ,смотрятся великолепно. Мягкие и теплые.",40,2,5.0,6,9,3.6666666666666665,13,43,1
1602305371405665891,14965144794337153840,7247905792854564967,"Заказала пастельно-серый, пришел черный. Отказ. Но на ощупь понравился.",7,3,4.571428571428571,10,2,4.0,33,76,0
16195687679662442162,16490053145312862099,8032233919734631985,"пришёл в солярке, видно уже кто то пробовал... не стал забирать... просто так , я думаю, предыдущий покупатель не вернул бы ....",7,5,4.428571428571429,95,9,4.294736842105263,8,9,0
16947303600346276286,2690981557285412948,8160404367092487937,"Очень сильно маломерят,ношу 39 заказала 40 малы, пальцы в кулак свернулись,думаю 41 тоже будет впритык,а на лето с учетом того,что ноги отекают вообще не вариант.",2,2,4.0,117,42,4.495726495726496,4,5,1
5002269436549863957,11253309069675330304,2452047199270097551,"Мне подошли размер в размер. Легко надела . Удобные,подошва литая,надеюсь не промокнут.",40,2,5.0,8,9,4.25,13,43,1
12578865939392667479,10140228973496014625,12155125135782450682,Пришел не тот размер.,2,2,1.0,33,5,4.090909090909091,3,8,0
1050874786391070117,11636185687614210381,8223254633971568382,Приехал весь в царапинах,2,2,3.0,653,151,4.309341500765697,3,5,1
11641721312216240650,16839592796312583572,2997686719752120815,Пришел брак,1,1,1.0,620,91,4.533870967741936,1,3,1
11940918245053629620,4719958874970942221,2452047199270097551,"Заявлено: натуральная кожа, по факту эко-кожа. Коробка пришла мятая, будто её пинали. Не рекомендую продавца.",1,1,1.0,36,12,3.4166666666666665,18,23,0
15540418837550583163,391894388111194957,4563653250273761989,Вместо шампуня прислали гель для душа .,6,6,4.333333333333333,9301,1177,4.3608214170519295,65,92,0
7224760967518899785,17814433773054004579,786100009375704691,"Нужна была рубашка для мероприятия. Выбор пал на эту рубашку. Получил в хорошей упаковке, качество порадовало, выглядит как на картинке.  Размер соответствует, все подошло. Рекомендую к покупке.",1,1,5.0,49,11,4.448979591836735,1,4,1
3882929632968334505,1886623432010494769,16573173798776858338,"В целом качество хорошее, но на рост 175см короткое, как туника🤷‍♀️",2,2,4.5,2,0,3.5,8,12,0
4471382463812889017,11409480701259958471,15192037591561400565,"Прислали совешенно другой товар!!! Заказывала черные брючные молнии,10 шт .прислали  курточную одну,синего цвета !Да ещё содрали100р за возврат!",8,8,4.125,27,9,4.703703703703703,7,7,0
11006742996378881388,13461038316570832459,8223254633971568382,"Нужен был 8+, прислали 8 обычный",1,1,1.0,184,88,2.9347826086956523,0,1,1
13051318439458764421,14308955044124631052,16363907217910993996,Пришёл совсем другой ежедневник,1,1,1.0,3,1,1.6666666666666667,0,3,0
12429004205435075961,12244688105647578967,16738165381834614119,"Стоит задуматься над упаковкой данного товара для доставки!!! В таком состоянии товар поступает к покупателю, такое отношение к покупателю не допустимо. Ещё и за возврат деньги списали. Сам товар на 5 звёзд.",6,6,3.6666666666666665,458,52,4.467248908296943,43,81,0
16602615611751691387,10264391321744841819,15053676552810216566,Все хорошо и качественно спасибо,7,1,4.857142857142857,82,9,4.475609756097561,3,12,1
1724389159617752478,2200374631604625211,7279234113731486608,Все работает,1,1,5.0,5,0,4.4,1,3,0
283707312858959120,13175786626800344327,16089087977100319143,"Толстый флис ,фирма ТВОЁ. Широкие, большимерят.",530,23,4.349056603773585,1,0,5.0,873,2123,1
8763303857574846149,7624773903064016071,10194917212501844579,"Ну очень маленькая игрушка, только на малюхастенькую Ёлочку. Была бы больше по размеру, было бы супер",179,120,4.106145251396648,2,3,4.5,157,373,1
6517054233587185909,10172710868333265625,18427686369090007398,Второй раз закала фоторамку и вновь разочарование. Вопрос-почему списывают деньга за возврат НЕКАЧЕСТВЕННОГО товара???!,1,1,1.0,56,34,2.875,0,2,0
14238762387507765408,11649758503180519249,12553289585606330027,"товар пришол,очень нравится",7,6,4.857142857142857,107,48,4.841121495327103,20,155,0
2567191442996612726,17112142862233512996,13246060134316483642,Очень плохой запах!!! А так неплохая вещь!,2,2,4.0,3638,605,4.449697636063771,5,10,0
9902062970089385610,1255659683154741256,15679765628364819027,Норм точилка,1,1,5.0,53,19,4.39622641509434,4,15,0
4537778437991107107,1048585946838393020,15775099220667094056,"Блузка очень понравилась. Качество хорошее. К сожалению маломерит. Жалко, но возврат",2,2,4.0,769,166,4.29778933680104,0,4,0
12273633621719573138,9783945889630720320,7715615707067664181,Лёгкие удобные всё норм. 👍👍👍👍,4,4,5.0,6,0,3.8333333333333335,37,59,1
1121425131371158563,12990874558149085716,6530879457726726401,"Грустно, ждала очень сильно заказ, а пришёл порванный",1,1,2.0,17,15,4.705882352941177,1,2,0
4870036010849230291,5207533166456948394,9711519081659194185,Отличные сандали),1,1,5.0,6,0,4.5,2,5,0
17108416727556088557,12184910356010552516,9965754212117573252,Тянется очень легко вкус не очень как будто горелый и как то тянется перестает и опять так что думаю  3 звезды для него сойдут а так дым густой но я думаю больше не буду заказывать ).,1,1,3.0,8,3,4.25,3,115,0
17414363722404767096,16613816408644405252,16573173798776858338,"Платье плотное, качество хорошее, только швы кривоватые на разреще, не много не вело по фигуре, отказ , в целом хорошее платье",5,5,5.0,2688,1097,4.566592261904762,13,15,0
6393113367802087217,1030646774639713056,12486654989081933384,Положили один кед!!! Ещё и за возврат 100р. содрали!!!,47,44,4.787234042553192,585,254,4.039316239316239,104,114,0
13247741917639334051,4117302088711369624,17396870417172193484,"Замечательные трусики. Сначала взяла своим девочкам, а потом и на подарки набрала. Качество отличное. В упаковке было 5 штук. Спасибо продавцу.",1,1,5.0,19,5,3.9473684210526314,47,845,0
4240892955142492589,15357416077726724140,11787132304135570241,Качество 👍 даже не ожидала за 130 р,1,1,5.0,1025,195,4.864390243902439,3,8,0
5871576828923613592,4056649022696729847,4904562693381133981,"Очень хороший, сначала думала брак, но когда вставила в машину очень замечательный и качественный звук! СОВЕТУЮ",4,4,4.0,152,7,4.078947368421052,19,92,0
1072676144088903860,4986834563834208929,17396870417172193484,"Товар был хороший, вопросов нет, качество хорошее. Но к сожалению на маму 62 оказался маловат и поэтому пришлось сделать отказ (",1,1,5.0,282,17,4.726950354609929,0,4,0
14763662470870594036,4703244123056866639,1425612191741787190,"Прислали шарф, списали 100 рублей за возврат. Класс",1,1,1.0,3,1,2.6666666666666665,6,10,0
5524874537047598162,13623569498489963705,9486012649228196529,"Свитер очень приятный к телу, тёплый! Выглядит красиво. Спасибо производителю.",10,1,5.0,11,0,4.7272727272727275,14,15,1
2179627705761102813,13503582423681529036,10561203455344896976,Очень яркий на первый взгляд.ткань приятная на ощупь.мне понравился комплект!,15,15,4.466666666666667,4,3,4.75,34,41,0
2817668084792944539,5260814868183716296,3234224562001499838,"Цвет не светло-бежевый, а серый.",1,1,3.0,109,75,4.605504587155964,0,1,1
15040739326061890772,2783871550187290099,12155125135782450682,"Ткань хорошая,идёт в размер",1,1,5.0,200,14,4.69,4,6,0
3872861080422794879,5422260035429323153,17013722005939227120,Все пришло хорошо,2,2,3.0,4,0,3.75,4,7,1
16021369064490158968,1479524495622370387,12486654989081933384,Отличные кеды) Размер в точку),1,1,5.0,37,3,4.4324324324324325,3,4,0
8136140200318569084,2357507506759126878,8818535877144269085,"Я почему-то получила вместо чёрного цвета зелёный ,ещё и на размер больше. Очень жаль. Возврат.",2,2,5.0,18,4,4.833333333333333,1,13,1
7782862611843316056,9987926492171777421,12026198908891078917,"Супница соответствует описанию, пришла целая 👍",3,3,5.0,2,1,5.0,22,23,0
8122034597168785472,9148461825079506558,17852767853395757117,Пришёл не того цвета.,1,1,1.0,3,0,2.0,21,221,1
3708867479137605805,12750904341721536730,2452047199270097551,"Заказывали жене.Неудачная пара. Сидят ужасно. На узкую ступню в носовой части , а в щиколотке широченные и не затягиваются по ноге. Кривые,косые. Про подошву уже писали,что она кривая на некоторых парах и пятки пришиты криво. Кому-то приходят с шерстью, кому-то с мехом. Не понятно,как происходит производство обуви у Бренда.",7,5,3.142857142857143,8,10,4.0,3,13,1
6299477338384625479,6132666542458980913,16940831933287161398,"Хорошая сумка. Годик прослужит, куплю новую))",29,29,4.344827586206897,26,11,4.538461538461538,101,155,0
1601470586758502502,2397645662434037200,5728684154864541752,Симпатичная скатерка,36,34,4.388888888888889,829,151,4.9372738238841976,66,196,1
1711207149895613723,4150480240161270935,15352122215178019975,"Отправили только один блок! Возврат! Ребёнок очень ждал и расстроился! Прочитала отзывы, таких случаев много! Расчёт продавца, что заберем один по цене двух!",3,3,3.6666666666666665,68,21,2.823529411764706,7,33,1
15277314725591043988,16049687296886631451,13691614630361060085,Ужасная печать,2,2,3.0,170,60,4.482352941176471,5,8,0
758773486983444486,14562737549418402392,6836784353719029392,Samsung Galaxy A31 не подходит...,3,3,4.0,68,7,4.852941176470588,10,27,0
13531245275404681373,2945252506229220504,9276397251840000441,Зачем делать такие маленькие карманы??? Для 5 конфеток и то одна выпадет,1,1,1.0,30,1,4.566666666666666,2,3,0
12532566649451000930,13469553527392316193,8223254633971568382,норм норм норм,5,4,4.4,264,72,4.840909090909091,5,5,1
4598402581629429585,11276419833585692919,10031080549845232673,Не насчитали размер извините),11,4,5.0,2,0,5.0,19,26,1
8490693743417346122,8694479476652188009,8451507874965552167,Не подошла по расцветке из- разницы настройки мониторов. Цвет в реальности рыжий,101,88,4.643564356435643,8,3,5.0,190,419,1
3171191121598818898,11796103130795241893,2236633853138745187,Батарейки CR 2032 получила . Упакованы хорошо. Батарейки супер !,3,3,4.0,25,5,4.48,220,534,0
16542407549201756096,3367443854200457583,7717033396874352091,"Очень тонкий материал. По фото казалось, что это тонкий мягкий вязаный трикотаж. По факту обычная х/б ткань тонюсенькая, даже тоньше чем на обычной футболке. Вообщем не впечатлило ни качество, ни как смотрится на фигуре",15,14,4.533333333333333,4,2,4.5,44,119,0
8731456791016048857,12271218803074264839,2490039643896871739,"Отлично работает, делаю все по инструкции, главное набраться терпения. Результат 5из5, спасибо!",5,2,5.0,350,300,4.411428571428571,8,10,1
17223419049900136974,1250169722545703340,15784563364140581349,Классные носочки.,22,19,4.318181818181818,51,11,4.529411764705882,40,81,1
12558243130656276980,65744834220087371,1104742184855828263,Я был доволен код сработал играю на play station в Fortnite жду обновления👍👍👍,4,4,5.0,57,4,4.385964912280702,4,5,0
151379447979517204,3378193962887803737,15784563364140581349,"Заказали на подарки 20 коробок, все пришли целые запаянные в индивидуальные пакеты. Носки отличного качества.",11,11,4.818181818181818,559,123,4.8711985688729875,80,175,0
8888398614563611174,2258943894123138377,9914105576476715055,Что это такое заказала браслет оплатила и забрала его.А у меня списали 100р.за возврат как будто я его вернула что за обман,1,1,1.0,2282,320,4.819894829097283,1,2,1
3631379297420437818,14365366527114855024,11795239587649292260,"Пришли с откровенным браком и вся коробка разодрана. Дырки насквозь в сапогах. На пункте брак не смогли оформить, пришлось просто отказаться, но при этом сняли за обратную доставку. Прошу разобраться в данной ситуации",1,1,1.0,65,26,4.384615384615385,64,78,0
10137613026218018181,7097058592695199366,16573173798776858338,"Платье классное, подходить и для работы в офис и на выход, материал супер качественный, возврать из за размера, перезаказала побольше",4,3,5.0,25,9,4.52,4,36,0
11291495761651371336,15395551240537998966,1425612191741787190,"Качество хорошее. По товару претензий нет. А по стоимости обратной доставки хочется чтобы дорога за 50руб не превращалась в дорогу за 600р. При оформлении заказа ни продавец, ни  ВБ не смогли по техническим причинам внести изменения. Теперь за возврат 12шт , которые поеду одной дорогой( за 50р) списывают 600р. Прошу рассмотреть и внести изменения в стоимость доставки из-за возврата.",2,2,5.0,210,34,4.780952380952381,11,51,1
4254885966663631335,16506799327243135263,3015967780004052596,"Отличная сумка, три отделения, сшита качественно , замочки работают. Доставили быстро.",8,8,5.0,8,0,4.875,28,126,1
4321680693964345575,15553460890841062426,15231575427297017388,Хороший товар. Пришло всё целое. Брала на подарки в школу. Рекомендую.,41,35,4.926829268292683,360,99,4.780555555555556,39,144,0
7653284904953271884,4664707224657653788,12206308546534800742,"Красивый цвет, аккуратный пошив, хлопок - это достоинства. Похоже, что идёт в размер. Недостатки - узкая горловина, сильно спущенное плечо тянет всю рубаху, длинные рукава,  непонятный фасон ( подойдёт только для пузатых мужчин). Муж сказал, что такое носить не будет",1,1,4.0,26,1,4.769230769230769,1,3,0
13947161981831957494,9134904514755665540,17771728373736239509,Пальто бомба,1,1,5.0,45,16,4.511111111111111,9,18,0
12221155486650587218,16054281645127884834,5880750910777739604,Не подошол размер,2,2,3.0,86,15,4.662790697674419,2,5,1
