f1,f2,f3,f4,f5,f6,f7,f8,label,div_f1_f2,div_f1_f3,div_f1_f4,div_f1_f6,div_f1_f8,div_f2_f3,div_f2_f4,div_f2_f6,div_f2_f8,div_f3_f4,div_f3_f6,div_f3_f8,div_f4_f6,div_f4_f8,div_f5_f6,div_f5_f8,div_f6_f8,div_f7_f8,num_points,num_big_letters,avg_word_len,num_words,avg_big_letters,avg_points
7,7,4.857142857142857,59,27,4.661016949152542,61,127,0,1.0,1.4411764705882355,0.11864406779661017,1.5018181818181817,0.05511811023622047,1.4411764705882355,0.11864406779661017,1.5018181818181817,0.05511811023622047,0.08232445520581114,1.042077922077922,0.03824521934758155,12.658181818181818,0.4645669291338583,5.792727272727273,0.2125984251968504,0.036700920859468834,0.48031496062992124,4,2,5.888888888888889,9,0.2222222222222222,0.4444444444444444
52,51,4.980769230769231,719,131,4.675938803894297,53,108,0,1.0196078431372548,10.44015444015444,0.07232267037552156,11.120761451516955,0.48148148148148145,10.23938223938224,0.07093184979137691,10.906900654372398,0.4722222222222222,0.006927356371028138,1.065191278085389,0.04611823361823362,153.76591314693636,6.657407407407407,28.015764425936943,1.212962962962963,0.04329572966568794,0.49074074074074076,1,1,6.2,5,0.2,0.2
6,6,5.0,374,30,4.7727272727272725,14,15,1,1.0,1.2,0.016042780748663103,1.2571428571428571,0.4,1.2,0.016042780748663103,1.2571428571428571,0.4,0.013368983957219251,1.0476190476190477,0.3333333333333333,78.36190476190477,24.933333333333334,6.2857142857142865,2.0,0.3181818181818182,0.9333333333333333,4,2,6.090909090909091,11,0.18181818181818182,0.36363636363636365
7,1,5.0,148,31,4.101351351351352,7,21,1,7.0,1.4,0.0472972972972973,1.7067545304777594,0.3333333333333333,0.2,0.006756756756756757,0.24382207578253703,0.047619047619047616,0.033783783783783786,1.2191103789126851,0.23809523809523808,36.085667215815484,7.0476190476190474,7.558484349258649,1.4761904761904763,0.1953024453024453,0.3333333333333333,5,4,5.684210526315789,19,0.21052631578947367,0.2631578947368421
3,3,4.0,54,7,3.574074074074074,8,13,0,1.0,0.75,0.05555555555555555,0.8393782383419689,0.23076923076923078,0.75,0.05555555555555555,0.8393782383419689,0.23076923076923078,0.07407407407407407,1.1191709844559585,0.3076923076923077,15.10880829015544,4.153846153846154,1.9585492227979275,0.5384615384615384,0.27492877492877493,0.6153846153846154,13,9,4.377358490566038,53,0.16981132075471697,0.24528301886792453
2,1,5.0,1,0,5.0,5,8,0,2.0,0.4,2.0,0.4,0.25,0.2,1.0,0.2,0.125,5.0,1.0,0.625,0.2,0.125,0.0,0.0,0.625,0.625,3,3,6.3076923076923075,13,0.23076923076923078,0.23076923076923078
4,4,5.0,3839,1607,4.603803073717113,22,42,0,1.0,0.8,0.001041938004688721,0.8688468937422202,0.09523809523809523,0.8,0.001041938004688721,0.8688468937422202,0.09523809523809523,0.0013024225058609013,1.0860586171777753,0.11904761904761904,833.875806269096,91.4047619047619,349.059239560937,38.26190476190476,0.10961435889802651,0.5238095238095238,0,1,7.333333333333333,3,0.3333333333333333,0.0
2,2,5.0,2,1,3.0,8,21,0,1.0,0.4,1.0,0.6666666666666666,0.09523809523809523,0.4,1.0,0.6666666666666666,0.09523809523809523,2.5,1.6666666666666667,0.23809523809523808,0.6666666666666666,0.09523809523809523,0.3333333333333333,0.047619047619047616,0.14285714285714285,0.38095238095238093,1,1,7.2,5,0.2,0.2
294,4,5.0,4,1,5.0,323,368,1,73.5,58.8,73.5,58.8,0.7989130434782609,0.8,1.0,0.8,0.010869565217391304,1.25,1.0,0.01358695652173913,0.8,0.010869565217391304,0.2,0.002717391304347826,0.01358695652173913,0.8777173913043478,1,1,6.0,5,0.2,0.2
5,5,4.4,93,8,4.870967741935484,35,51,0,1.0,1.1363636363636362,0.053763440860215055,1.0264900662251655,0.09803921568627451,1.1363636363636362,0.053763440860215055,1.0264900662251655,0.09803921568627451,0.04731182795698925,0.9033112582781457,0.08627450980392158,19.09271523178808,1.8235294117647058,1.6423841059602649,0.1568627450980392,0.09550917141049968,0.6862745098039216,0,1,5.666666666666667,3,0.3333333333333333,0.0
5,1,5.0,9,5,5.0,16,19,1,5.0,1.0,0.5555555555555556,1.0,0.2631578947368421,0.2,0.1111111111111111,0.2,0.05263157894736842,0.5555555555555556,1.0,0.2631578947368421,1.8,0.47368421052631576,1.0,0.2631578947368421,0.2631578947368421,0.8421052631578947,4,2,6.444444444444445,9,0.2222222222222222,0.4444444444444444
5,5,4.8,646,333,4.882352941176471,62,95,0,1.0,1.0416666666666667,0.007739938080495356,1.0240963855421685,0.05263157894736842,1.0416666666666667,0.007739938080495356,1.0240963855421685,0.05263157894736842,0.007430340557275541,0.9831325301204819,0.05052631578947368,132.3132530120482,6.8,68.20481927710843,3.5052631578947366,0.051393188854489166,0.6526315789473685,3,2,6.666666666666667,12,0.16666666666666666,0.25
12,11,4.416666666666667,1711,240,4.789012273524254,40,63,0,1.0909090909090908,2.7169811320754715,0.0070134424313267095,2.5057359043202347,0.19047619047619047,2.490566037735849,0.006428988895382817,2.296924578960215,0.1746031746031746,0.0025813364504188585,0.9222500203400864,0.07010582010582012,357.27617769099345,27.158730158730158,50.11471808640469,3.8095238095238093,0.07601606783371832,0.6349206349206349,2,1,6.444444444444445,9,0.1111111111111111,0.2222222222222222
19,19,4.368421052631579,254,33,4.838582677165355,55,74,0,1.0,4.349397590361446,0.07480314960629922,3.9267697314890153,0.25675675675675674,4.349397590361446,0.07480314960629922,3.9267697314890153,0.25675675675675674,0.017198508081226686,0.9028307138880561,0.059032716927453766,52.4947111472742,3.4324324324324325,6.820179007323026,0.44594594594594594,0.06538625239412642,0.7432432432432432,0,1,8.0,2,0.5,0.0
5,4,4.4,6,3,4.5,2,11,0,1.25,1.1363636363636362,0.8333333333333334,1.1111111111111112,0.45454545454545453,0.9090909090909091,0.6666666666666666,0.8888888888888888,0.36363636363636365,0.7333333333333334,0.9777777777777779,0.4,1.3333333333333333,0.5454545454545454,0.6666666666666666,0.2727272727272727,0.4090909090909091,0.18181818181818182,1,3,5.269230769230769,26,0.11538461538461539,0.038461538461538464
1,1,1.0,1,0,1.0,0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,7,5,4.7272727272727275,22,0.22727272727272727,0.3181818181818182
10,9,5.0,91,43,4.450549450549451,16,31,0,1.1111111111111112,2.0,0.10989010989010989,2.2469135802469133,0.3225806451612903,1.8,0.0989010989010989,2.022222222222222,0.2903225806451613,0.054945054945054944,1.1234567901234567,0.16129032258064516,20.446913580246914,2.935483870967742,9.661728395061727,1.3870967741935485,0.1435661113080468,0.5161290322580645,8,5,5.518518518518518,27,0.18518518518518517,0.2962962962962963
3,2,5.0,238,17,4.827731092436975,3,4,1,1.5,0.6,0.012605042016806723,0.6214099216710182,0.75,0.4,0.008403361344537815,0.4142732811140121,0.5,0.02100840336134454,1.0356832027850302,1.25,49.298520452567445,59.5,3.5213228894691033,4.25,1.2069327731092439,0.75,3,2,6.4,10,0.2,0.3
54,47,3.4074074074074074,101,52,4.861386138613861,66,159,0,1.148936170212766,15.847826086956522,0.5346534653465347,11.107942973523421,0.33962264150943394,13.793478260869565,0.46534653465346537,9.668024439918534,0.29559748427672955,0.033736707004033736,0.7009127253526439,0.021430235266713255,20.775967413441954,0.6352201257861635,10.69653767820774,0.3270440251572327,0.030574755588766423,0.41509433962264153,0,1,5.75,4,0.25,0.0
9,8,4.444444444444445,1756,129,4.85250569476082,56,128,0,1.125,2.025,0.005125284738041002,1.8547118882760238,0.0703125,1.7999999999999998,0.004555808656036446,1.6486327895786879,0.0625,0.002531004808909137,0.9159071053214933,0.034722222222222224,361.87489731252197,13.71875,26.584203731956343,1.0078125,0.03791020074031891,0.4375,0,1,7.0,3,0.3333333333333333,0.0
1,1,4.0,45,12,4.066666666666666,5,7,0,1.0,0.25,0.022222222222222223,0.24590163934426232,0.14285714285714285,0.25,0.022222222222222223,0.24590163934426232,0.14285714285714285,0.08888888888888889,0.9836065573770493,0.5714285714285714,11.065573770491804,6.428571428571429,2.9508196721311477,1.7142857142857142,0.5809523809523809,0.7142857142857143,5,5,5.894736842105263,19,0.2631578947368421,0.2631578947368421
10,10,4.9,1018,193,4.895874263261296,18,20,0,1.0,2.0408163265306123,0.009823182711198428,2.0425361155698236,0.5,2.0408163265306123,0.009823182711198428,2.0425361155698236,0.5,0.00481335952848723,1.0008426966292137,0.24500000000000002,207.93017656500803,50.9,39.420947030497594,9.65,0.2447937131630648,0.9,0,1,7.0,2,0.5,0.0
1,1,5.0,165,142,4.963636363636364,38,75,0,1.0,0.2,0.006060606060606061,0.20146520146520144,0.013333333333333334,0.2,0.006060606060606061,0.20146520146520144,0.013333333333333334,0.030303030303030304,1.0073260073260073,0.06666666666666667,33.24175824175824,2.2,28.608058608058606,1.8933333333333333,0.06618181818181819,0.5066666666666667,6,4,5.153846153846154,52,0.07692307692307693,0.11538461538461539
13,8,5.0,14,3,4.571428571428571,6,6,0,1.625,2.6,0.9285714285714286,2.84375,2.1666666666666665,1.6,0.5714285714285714,1.75,1.3333333333333333,0.35714285714285715,1.09375,0.8333333333333334,3.0625,2.3333333333333335,0.65625,0.5,0.7619047619047619,1.0,3,1,6.428571428571429,7,0.14285714285714285,0.42857142857142855
36,31,3.8333333333333335,16,6,4.75,176,320,0,1.1612903225806452,9.391304347826086,2.25,7.578947368421052,0.1125,8.08695652173913,1.9375,6.526315789473684,0.096875,0.23958333333333334,0.8070175438596492,0.011979166666666667,3.3684210526315788,0.05,1.263157894736842,0.01875,0.01484375,0.55,1,1,7.5,2,0.5,0.5
2,2,4.5,1648,713,4.334344660194175,10,10,0,1.0,0.4444444444444444,0.0012135922330097086,0.46143077138457234,0.2,0.4444444444444444,0.0012135922330097086,0.46143077138457234,0.2,0.0027305825242718447,1.0382192356152877,0.45,380.2189556208876,164.8,164.50006999860003,71.3,0.4334344660194175,1.0,2,1,7.0,4,0.25,0.5
4,4,4.0,113,40,4.6371681415929205,89,112,0,1.0,1.0,0.035398230088495575,0.8625954198473282,0.03571428571428571,1.0,0.035398230088495575,0.8625954198473282,0.03571428571428571,0.035398230088495575,0.8625954198473282,0.03571428571428571,24.36832061068702,1.0089285714285714,8.625954198473282,0.35714285714285715,0.041403286978508216,0.7946428571428571,4,3,6.7,10,0.3,0.4
205,10,4.824390243902439,3,0,5.0,238,354,1,20.5,42.49241658240647,68.33333333333333,41.0,0.5790960451977402,2.0728008088978767,3.3333333333333335,2.0,0.02824858757062147,1.608130081300813,0.9648780487804878,0.013628221027972991,0.6,0.00847457627118644,0.0,0.0,0.014124293785310734,0.672316384180791,4,5,6.4,15,0.3333333333333333,0.26666666666666666
1,1,5.0,7316,3070,4.15787315472936,12,23,1,1.0,0.2,0.0001366867140513942,0.24050757750090404,0.043478260869565216,0.2,0.0001366867140513942,0.24050757750090404,0.043478260869565216,0.000683433570256971,1.2025378875045203,0.21739130434782608,1759.553436996614,318.0869565217391,738.3582629277754,133.47826086956522,0.18077709368388523,0.5217391304347826,1,1,7.5,2,0.5,0.5
32,31,4.125,33,12,4.575757575757576,35,133,1,1.032258064516129,7.757575757575758,0.9696969696969697,6.993377483443708,0.24060150375939848,7.515151515151516,0.9393939393939394,6.774834437086092,0.23308270676691728,0.125,0.9014900662251655,0.03101503759398496,7.211920529801324,0.24812030075187969,2.6225165562913904,0.09022556390977443,0.034404192298929145,0.2631578947368421,5,2,5.133333333333334,15,0.13333333333333333,0.3333333333333333
21,20,4.095238095238095,53,26,4.188679245283019,53,68,0,1.05,5.127906976744186,0.39622641509433965,5.013513513513513,0.3088235294117647,4.883720930232559,0.37735849056603776,4.774774774774774,0.29411764705882354,0.07726864330637914,0.9776919776919775,0.060224089635854336,12.653153153153152,0.7794117647058824,6.207207207207206,0.38235294117647056,0.061598224195338516,0.7794117647058824,7,5,4.794871794871795,39,0.1282051282051282,0.1794871794871795
41,38,4.804878048780488,18,11,4.166666666666667,74,248,0,1.0789473684210527,8.532994923857869,2.2777777777777777,9.84,0.16532258064516128,7.908629441624366,2.111111111111111,9.12,0.1532258064516129,0.2669376693766938,1.153170731707317,0.019374508261211645,4.319999999999999,0.07258064516129033,2.6399999999999997,0.04435483870967742,0.016801075268817207,0.29838709677419356,2,2,7.0,3,0.6666666666666666,0.6666666666666666
94,79,5.0,83,32,4.9156626506024095,113,251,0,1.1898734177215189,18.8,1.1325301204819278,19.122549019607845,0.3745019920318725,15.8,0.9518072289156626,16.07107843137255,0.3147410358565737,0.060240963855421686,1.017156862745098,0.0199203187250996,16.88480392156863,0.33067729083665337,6.509803921568627,0.12749003984063745,0.019584313349013584,0.450199203187251,1,1,5.0,2,0.5,0.5
9,9,3.555555555555556,58,3,4.741379310344827,39,87,0,1.0,2.53125,0.15517241379310345,1.8981818181818182,0.10344827586206896,2.53125,0.15517241379310345,1.8981818181818182,0.10344827586206896,0.06130268199233717,0.74989898989899,0.04086845466155811,12.232727272727272,0.6666666666666666,0.6327272727272728,0.034482758620689655,0.05449861276258422,0.4482758620689655,2,2,4.833333333333333,6,0.3333333333333333,0.3333333333333333
2,2,1.0,50,17,4.44,23,30,1,1.0,2.0,0.04,0.4504504504504504,0.06666666666666667,2.0,0.04,0.4504504504504504,0.06666666666666667,0.02,0.2252252252252252,0.03333333333333333,11.26126126126126,1.6666666666666667,3.8288288288288284,0.5666666666666667,0.14800000000000002,0.7666666666666667,8,6,4.975609756097561,41,0.14634146341463414,0.1951219512195122
6,6,4.0,1035,329,4.603864734299517,41,113,1,1.0,1.5,0.005797101449275362,1.3032528856243442,0.05309734513274336,1.5,0.005797101449275362,1.3032528856243442,0.05309734513274336,0.003864734299516908,0.8688352570828961,0.035398230088495575,224.81112277019938,9.15929203539823,71.46169989506821,2.911504424778761,0.040742165790261214,0.36283185840707965,0,1,5.0,6,0.16666666666666666,0.0
2,2,3.0,133,55,3.8045112781954886,26,27,1,1.0,0.6666666666666666,0.015037593984962405,0.525691699604743,0.07407407407407407,0.6666666666666666,0.015037593984962405,0.525691699604743,0.07407407407407407,0.022556390977443608,0.7885375494071146,0.1111111111111111,34.958498023715414,4.925925925925926,14.456521739130435,2.037037037037037,0.14090782511835143,0.9629629629629629,1,1,5.521739130434782,23,0.043478260869565216,0.043478260869565216
3,1,5.0,6,1,5.0,3,15,1,3.0,0.6,0.5,0.6,0.2,0.2,0.16666666666666666,0.2,0.06666666666666667,0.8333333333333334,1.0,0.3333333333333333,1.2,0.4,0.2,0.06666666666666667,0.3333333333333333,0.2,3,3,7.0,4,0.75,0.75
2,2,3.0,13,5,3.923076923076923,4,5,0,1.0,0.6666666666666666,0.15384615384615385,0.5098039215686275,0.4,0.6666666666666666,0.15384615384615385,0.5098039215686275,0.4,0.23076923076923078,0.7647058823529412,0.6,3.3137254901960786,2.6,1.2745098039215688,1.0,0.7846153846153846,0.8,8,3,4.85,20,0.15,0.4
35,32,4.914285714285715,27,3,4.777777777777778,77,152,0,1.09375,7.122093023255814,1.2962962962962963,7.325581395348838,0.23026315789473684,6.511627906976744,1.1851851851851851,6.6976744186046515,0.21052631578947367,0.182010582010582,1.0285714285714287,0.032330827067669175,5.651162790697675,0.17763157894736842,0.627906976744186,0.019736842105263157,0.031432748538011694,0.506578947368421,2,1,7.2,5,0.2,0.4
31,31,4.870967741935484,806,61,4.615384615384615,80,94,0,1.0,6.364238410596026,0.038461538461538464,6.716666666666668,0.32978723404255317,6.364238410596026,0.038461538461538464,6.716666666666668,0.32978723404255317,0.006043384295205315,1.0553763440860215,0.051818805765271106,174.63333333333335,8.574468085106384,13.216666666666669,0.648936170212766,0.049099836333878884,0.851063829787234,6,4,7.2727272727272725,11,0.36363636363636365,0.5454545454545454
4,4,4.0,26,3,3.8461538461538463,24,33,1,1.0,1.0,0.15384615384615385,1.04,0.12121212121212122,1.0,0.15384615384615385,1.04,0.12121212121212122,0.15384615384615385,1.04,0.12121212121212122,6.76,0.7878787878787878,0.78,0.09090909090909091,0.11655011655011656,0.7272727272727273,0,3,5.125,24,0.125,0.0
1,1,5.0,874,360,4.05720823798627,0,1,0,1.0,0.2,0.0011441647597254005,0.24647490129723632,1.0,0.2,0.0011441647597254005,0.24647490129723632,1.0,0.005720823798627002,1.2323745064861817,5.0,215.41906373378455,874.0,88.73096446700508,360.0,4.05720823798627,0.0,5,6,5.148148148148148,27,0.2222222222222222,0.18518518518518517
10,9,5.0,10922,2602,4.583501190258194,91,97,0,1.1111111111111112,2.0,0.0009155832265152902,2.181738279299255,0.10309278350515463,1.8,0.0008240249038637612,1.9635644513693296,0.09278350515463918,0.0004577916132576451,1.0908691396496275,0.05154639175257732,2382.8945486506464,112.5979381443299,567.6883002736662,26.824742268041238,0.04725258959029066,0.9381443298969072,4,1,5.947368421052632,19,0.05263157894736842,0.21052631578947367
179,120,4.106145251396648,2,3,4.5,157,373,1,1.4916666666666667,43.59319727891157,89.5,39.77777777777778,0.47989276139410186,29.224489795918366,60.0,26.666666666666668,0.32171581769436997,2.053072625698324,0.9124767225325885,0.011008432309374391,0.4444444444444444,0.005361930294906166,0.6666666666666666,0.00804289544235925,0.012064343163538873,0.42091152815013405,3,3,5.1875,16,0.1875,0.1875
2,2,5.0,907,798,4.522601984564498,0,2,1,1.0,0.4,0.002205071664829107,0.4422233057045344,1.0,0.4,0.002205071664829107,0.4422233057045344,1.0,0.005512679162072767,1.105558264261336,2.5,200.54826913700634,453.5,176.44709897610923,399.0,2.261300992282249,0.0,4,1,5.7,20,0.05,0.2
5,5,5.0,295,164,4.511864406779661,32,33,1,1.0,1.0,0.01694915254237288,1.1081893313298272,0.15151515151515152,1.0,0.01694915254237288,1.1081893313298272,0.15151515151515152,0.01694915254237288,1.1081893313298272,0.15151515151515152,65.38317054845982,8.93939393939394,36.34861006761833,4.96969696969697,0.1367231638418079,0.9696969696969697,5,0,5.733333333333333,15,0.0,0.3333333333333333
21,9,3.7142857142857135,1,0,5.0,176,252,1,2.3333333333333335,5.653846153846155,21.0,4.2,0.08333333333333333,2.423076923076924,9.0,1.8,0.03571428571428571,3.7142857142857135,0.7428571428571427,0.014739229024943307,0.2,0.003968253968253968,0.0,0.0,0.01984126984126984,0.6984126984126984,3,2,4.545454545454546,11,0.18181818181818182,0.2727272727272727
20,19,5.0,980,84,4.868367346938776,87,116,0,1.0526315789473684,4.0,0.02040816326530612,4.108153426954517,0.1724137931034483,3.8,0.019387755102040816,3.902745755606791,0.16379310344827586,0.00510204081632653,1.0270383567386292,0.04310344827586207,201.29951792077134,8.448275862068966,17.25424439320897,0.7241379310344828,0.041968684025334276,0.75,3,1,4.833333333333333,6,0.16666666666666666,0.5
11,11,4.636363636363637,154,20,4.675324675324675,31,52,0,1.0,2.372549019607843,0.07142857142857142,2.352777777777778,0.21153846153846154,2.372549019607843,0.07142857142857142,2.352777777777778,0.21153846153846154,0.030106257378984654,0.9916666666666668,0.08916083916083917,32.93888888888889,2.9615384615384617,4.277777777777778,0.38461538461538464,0.0899100899100899,0.5961538461538461,4,4,6.0,9,0.4444444444444444,0.4444444444444444
58,55,4.862068965517241,361,140,4.858725761772853,131,171,0,1.0545454545454545,11.929078014184398,0.16066481994459833,11.937286202964652,0.3391812865497076,11.312056737588653,0.1523545706371191,11.319840364880273,0.3216374269005848,0.013468335084535293,1.0006880824126134,0.028433151845130063,74.29931584948689,2.111111111111111,28.81413911060433,0.8187134502923976,0.028413600946040077,0.7660818713450293,0,1,7.0,3,0.3333333333333333,0.0
36,17,5.0,108,36,4.472222222222222,65,219,1,2.1176470588235294,7.2,0.3333333333333333,8.049689440993788,0.1643835616438356,3.4,0.1574074074074074,3.801242236024845,0.0776255707762557,0.046296296296296294,1.1180124223602483,0.0228310502283105,24.149068322981368,0.4931506849315068,8.049689440993788,0.1643835616438356,0.020421106037544393,0.2968036529680365,5,2,5.666666666666667,9,0.2222222222222222,0.5555555555555556
7,7,4.857142857142857,2148,781,4.222067039106145,13,13,0,1.0,1.4411764705882355,0.0032588454376163874,1.6579556731723455,0.5384615384615384,1.4411764705882355,0.0032588454376163874,1.6579556731723455,0.5384615384615384,0.002261239691407289,1.1504182222012191,0.3736263736263736,508.75554085345686,165.23076923076923,184.9804829639431,60.07692307692308,0.3247743876235496,1.0,3,2,5.7272727272727275,11,0.18181818181818182,0.2727272727272727
9,9,4.888888888888889,2902,1740,4.593728463128877,54,152,1,1.0,1.8409090909090908,0.0031013094417643005,1.9591928587502812,0.05921052631578947,1.8409090909090908,0.0031013094417643005,1.9591928587502812,0.05921052631578947,0.001684661918983077,1.0642529109260788,0.032163742690058485,631.7308528992573,19.092105263157894,378.77728602505437,11.447368421052632,0.030221897783742614,0.35526315789473684,1,1,6.8,5,0.2,0.2
19,18,4.7368421052631575,68,60,4.691176470588236,18,27,0,1.0555555555555556,4.011111111111111,0.27941176470588236,4.050156739811912,0.7037037037037037,3.8000000000000003,0.2647058823529412,3.8369905956112844,0.6666666666666666,0.0696594427244582,1.0097343672661274,0.17543859649122806,14.49529780564263,2.5185185185185186,12.789968652037615,2.2222222222222223,0.1737472766884532,0.6666666666666666,2,1,5.166666666666667,12,0.08333333333333333,0.16666666666666666
1,1,5.0,20,7,4.7,1,3,0,1.0,0.2,0.05,0.2127659574468085,0.3333333333333333,0.2,0.05,0.2127659574468085,0.3333333333333333,0.25,1.0638297872340425,1.6666666666666667,4.25531914893617,6.666666666666667,1.4893617021276595,2.3333333333333335,1.5666666666666667,0.3333333333333333,6,3,5.5,6,0.5,1.0
2,2,5.0,3,0,5.0,3,13,0,1.0,0.4,0.6666666666666666,0.4,0.15384615384615385,0.4,0.6666666666666666,0.4,0.15384615384615385,1.6666666666666667,1.0,0.38461538461538464,0.6,0.23076923076923078,0.0,0.0,0.38461538461538464,0.23076923076923078,0,3,4.846153846153846,13,0.23076923076923078,0.0
1,1,5.0,8905,4596,4.505446378439079,6,16,1,1.0,0.2,0.00011229646266142616,0.22195359038907306,0.0625,0.2,0.00011229646266142616,0.22195359038907306,0.0625,0.0005614823133071309,1.1097679519453651,0.3125,1976.4967224146956,556.5625,1020.0987014281798,287.25,0.28159039865244245,0.375,6,7,5.769230769230769,26,0.2692307692307692,0.23076923076923078
1,1,1.0,4,0,2.25,1,6,0,1.0,1.0,0.25,0.4444444444444444,0.16666666666666666,1.0,0.25,0.4444444444444444,0.16666666666666666,0.25,0.4444444444444444,0.16666666666666666,1.7777777777777777,0.6666666666666666,0.0,0.0,0.375,0.16666666666666666,7,4,4.533333333333333,30,0.13333333333333333,0.23333333333333334
4,4,4.0,273,36,3.5457875457875456,22,27,0,1.0,1.0,0.014652014652014652,1.1280991735537191,0.14814814814814814,1.0,0.014652014652014652,1.1280991735537191,0.14814814814814814,0.014652014652014652,1.1280991735537191,0.14814814814814814,76.99276859504133,10.11111111111111,10.152892561983471,1.3333333333333333,0.131325464658798,0.8148148148148148,4,3,3.25,4,0.75,1.0
117,104,4.923076923076923,331,45,4.634441087613293,113,130,0,1.125,23.765625,0.35347432024169184,25.245762711864405,0.9,21.125,0.31419939577039274,22.440677966101692,0.8,0.01487334417848013,1.0622806137799619,0.0378698224852071,71.42177314211212,2.546153846153846,9.709908735332464,0.34615384615384615,0.035649546827794566,0.8692307692307693,1,2,4.888888888888889,9,0.2222222222222222,0.1111111111111111
